schema_name,table_name,column_name,data_type,column_comment,include_in_training,exclude_reason
public,wm_waterquality_day_records,m28_count,bigint,记录数28,yes,
public,wm_waterquality_day_records,m29_value,double precision,监测值29,yes,
public,wm_waterquality_day_records,m29_count,bigint,记录数29,yes,
public,wm_waterquality_day_records,m30_value,double precision,监测值30,yes,
public,wm_waterquality_day_records,m30_count,bigint,记录数30,yes,
public,wm_waterquality_day_records,m31_value,double precision,监测值31,yes,
public,wm_waterquality_day_records,m31_count,bigint,记录数31,yes,
public,wm_waterquality_day_records,monitor_time,timestamp without time zone,监测时间,yes,
public,wm_waterquality_day_records,status,character(1),状态,yes,
public,wm_waterquality_day_records,water_quality_level,character varying(20),水质级别,yes,
public,wm_waterquality_day_records,create_by,bigint,创建人,yes,
public,wm_waterquality_day_records,create_time,timestamp without time zone,创建时间,yes,
public,wm_waterquality_day_records,update_by,bigint,更新人,yes,
public,wm_waterquality_day_records,update_time,timestamp without time zone,更新时间,yes,
public,wm_waterquality_day_records,del_flag,character(1),删除标记：0 未删除、1 已删除,yes,
public,wm_waterquality_hour_records,id,bigint,id,yes,
public,wm_waterquality_hour_records,station_id,bigint,监测站id,yes,
public,wm_waterquality_hour_records,m1_value,double precision,水温监测值,yes,
public,wm_waterquality_hour_records,m1_status,character(1),监测结果：0 正常、1 超标,yes,
public,wm_waterquality_hour_records,m1_level,character varying(4),水质级别：I、II、Ⅲ、IV、V、劣V,yes,
public,wm_waterquality_hour_records,m2_value,double precision,PH监测值,yes,
public,wm_waterquality_hour_records,m2_status,character(1),监测结果：0 正常、1 超标,yes,
public,wm_waterquality_hour_records,m2_level,character varying(4),水质级别：I、II、Ⅲ、IV、V、劣V,yes,
public,wm_waterquality_hour_records,m3_value,double precision,溶解氧监测值,yes,
public,wm_waterquality_hour_records,m3_status,character(1),监测结果：0 正常、2 偏低,yes,
public,wm_waterquality_hour_records,m3_level,character varying(4),水质级别：I、II、Ⅲ、IV、V、劣V,yes,
public,wm_waterquality_hour_records,m4_value,double precision,浊度监测值,yes,
public,wm_waterquality_hour_records,m4_status,character(1),监测结果：0 正常、1 超标,yes,
public,wm_waterquality_hour_records,m5_value,double precision,电导率监测值,yes,
public,wm_waterquality_hour_records,m5_status,character(1),监测结果：0 正常、1 超标,yes,
public,wm_waterquality_hour_records,m6_value,double precision,氨氮监测值,yes,
public,wm_waterquality_hour_records,m6_status,character(1),监测结果：0 正常、1 超标,yes,
public,wm_waterquality_hour_records,m6_level,character varying(4),水质级别：I、II、Ⅲ、IV、V、劣V,yes,
public,wm_waterquality_hour_records,m7_value,double precision,高锰酸盐指数监测值,yes,
public,wm_waterquality_hour_records,m7_status,character(1),监测结果：0 正常、1 超标,yes,
public,wm_waterquality_hour_records,m7_level,character varying(4),水质级别：I、II、Ⅲ、IV、V、劣V,yes,
public,wm_waterquality_hour_records,m8_value,double precision,总磷监测值,yes,
public,wm_waterquality_hour_records,m8_status,character(1),监测结果：0 正常、1 超标,yes,
public,wm_waterquality_hour_records,m8_level,character varying(4),水质级别：I、II、Ⅲ、IV、V、劣V,yes,
public,wm_waterquality_hour_records,m9_value,double precision,总氮监测值,yes,
public,wm_waterquality_hour_records,m9_status,character(1),监测结果：0 正常、1 超标,yes,
public,wm_waterquality_hour_records,m9_level,character varying(4),水质级别：I、II、Ⅲ、IV、V、劣V,yes,
public,wm_waterquality_hour_records,m10_value,double precision,叶绿素a监测值,yes,
public,wm_waterquality_hour_records,m10_status,character(1),监测结果：0 正常、1 超标,yes,
public,wm_waterquality_hour_records,m11_value,double precision,藻密度监测值,yes,
public,wm_waterquality_hour_records,m11_status,character(1),监测结果：0 正常、1 超标,yes,
public,wm_waterquality_hour_records,m12_value,double precision,化学需氧量监测值,yes,
public,wm_waterquality_hour_records,m12_status,character(1),监测结果：0 正常、1 超标,yes,
public,wm_waterquality_hour_records,m12_level,character varying(4),水质级别：I、II、Ⅲ、IV、V、劣V,yes,
public,wm_waterquality_hour_records,m13_value,double precision,五日生化需氧量监测值,yes,
public,wm_waterquality_hour_records,m13_status,character(1),监测结果：0 正常、1 超标,yes,
public,wm_waterquality_hour_records,m13_level,character varying(4),水质级别：I、II、Ⅲ、IV、V、劣V,yes,
public,wm_waterquality_hour_records,m14_value,double precision,监测值,yes,
public,wm_waterquality_hour_records,m14_status,character(1),监测结果：0 正常、1 超标,yes,
public,wm_waterquality_hour_records,m15_value,double precision,监测值,yes,
public,wm_waterquality_hour_records,m15_status,character(1),监测结果：0 正常、1 超标,yes,
public,wm_waterquality_hour_records,m16_value,double precision,监测值,yes,
public,wm_waterquality_hour_records,m16_status,character(1),监测结果：0 正常、1 超标,yes,
public,wm_waterquality_hour_records,m17_value,double precision,监测值,yes,
public,wm_waterquality_hour_records,m17_status,character(1),监测结果：0 正常、1 超标,yes,
public,wm_waterquality_hour_records,m18_value,double precision,监测值,yes,
public,wm_waterquality_hour_records,m18_status,character(1),监测结果：0 正常、1 超标,yes,
public,wm_waterquality_hour_records,m19_value,double precision,监测值,yes,
public,wm_waterquality_hour_records,m19_status,character(1),监测结果：0 正常、1 超标,yes,
public,wm_waterquality_hour_records,m20_value,double precision,监测值,yes,
public,wm_waterquality_hour_records,m20_status,character(1),监测结果：0 正常、1 超标,yes,
public,wm_waterquality_hour_records,m21_value,double precision,监测值,yes,
public,wm_waterquality_hour_records,m21_status,character(1),监测结果：0 正常、1 超标,yes,
public,wm_waterquality_hour_records,m22_value,double precision,监测值,yes,
public,wm_waterquality_hour_records,m22_status,character(1),监测结果：0 正常、1 超标,yes,
public,wm_waterquality_hour_records,m23_value,double precision,监测值,yes,
public,wm_waterquality_hour_records,m23_status,character(1),监测结果：0 正常、1 超标,yes,
public,wm_waterquality_hour_records,m24_value,double precision,监测值,yes,
public,wm_waterquality_hour_records,m24_status,character(1),监测结果：0 正常、1 超标,yes,
public,wm_waterquality_hour_records,m25_value,double precision,监测值,yes,
public,wm_waterquality_hour_records,m25_status,character(1),监测结果：0 正常、1 超标,yes,
public,wm_waterquality_hour_records,m26_value,double precision,监测值,yes,
public,wm_waterquality_hour_records,m26_status,character(1),监测结果：0 正常、1 超标,yes,
public,wm_waterquality_hour_records,m27_value,double precision,监测值,yes,
public,wm_waterquality_hour_records,m27_status,character(1),监测结果：0 正常、1 超标,yes,
public,wm_waterquality_hour_records,m28_value,double precision,监测值,yes,
public,wm_waterquality_hour_records,m28_status,character(1),监测结果：0 正常、1 超标,yes,
public,wm_waterquality_hour_records,m29_value,double precision,监测值,yes,
public,wm_waterquality_hour_records,m29_status,character(1),监测结果：0 正常、1 超标,yes,
public,wm_waterquality_hour_records,m30_value,double precision,监测值,yes,
public,wm_waterquality_hour_records,m30_status,character(1),监测结果：0 正常、1 超标,yes,
public,wm_waterquality_hour_records,m31_value,double precision,监测值,yes,
public,wm_waterquality_hour_records,m31_status,character(1),监测结果：0 正常、1 超标,yes,
public,wm_waterquality_hour_records,monitor_time,timestamp without time zone,监测时间,yes,
public,wm_waterquality_hour_records,status,character(1),监测结果：0 正常、1 超标,yes,
public,wm_waterquality_hour_records,water_quality_level,character varying(16),水质级别：I、II、Ⅲ、IV、V、劣V,yes,
public,wm_waterquality_hour_records,record_type,character(1),记录类型：0 自动、1 手工,yes,
public,wm_waterquality_hour_records,create_by,bigint,创建人,yes,
public,wm_waterquality_hour_records,create_time,timestamp without time zone,创建时间,yes,
public,wm_waterquality_hour_records,update_by,bigint,更新人,yes,
public,wm_waterquality_hour_records,update_time,timestamp without time zone,更新时间,yes,
public,wm_waterquality_hour_records,del_flag,character(1),删除标记：0 未删除、1 已删除,yes,
public,wm_waterquality_month_records,id,bigint,id,yes,
public,wm_waterquality_month_records,station_id,bigint,站点id,yes,
public,wm_waterquality_month_records,section_id,bigint,断面id,yes,
public,wm_waterquality_month_records,m1_value,double precision,水温监测值,yes,
public,wm_waterquality_month_records,m1_count,bigint,记录数1,yes,
public,wm_waterquality_month_records,m2_value,double precision,PH监测值,yes,
public,wm_waterquality_month_records,m2_count,bigint,记录数2,yes,
public,wm_waterquality_month_records,m3_value,double precision,溶解氧监测值,yes,
public,wm_waterquality_month_records,m3_count,bigint,记录数3,yes,
public,wm_waterquality_month_records,m4_value,double precision,浊度监测值,yes,
public,wm_waterquality_month_records,m4_count,bigint,记录数4,yes,
public,wm_waterquality_month_records,m5_value,double precision,电导率监测值,yes,
public,wm_waterquality_month_records,m5_count,bigint,记录数5,yes,
public,wm_waterquality_month_records,m6_value,double precision,氨氮监测值,yes,
public,wm_waterquality_month_records,m6_count,bigint,记录数6,yes,
public,wm_waterquality_month_records,m7_value,double precision,高锰酸盐指数监测值,yes,
public,wm_waterquality_month_records,m7_count,bigint,记录数7,yes,
public,wm_waterquality_month_records,m8_value,double precision,总磷监测值,yes,
public,wm_waterquality_month_records,m8_count,bigint,记录数8,yes,
public,wm_waterquality_month_records,m9_value,double precision,总氮监测值,yes,
public,wm_waterquality_month_records,m9_count,bigint,记录数9,yes,
public,wm_waterquality_month_records,m10_value,double precision,叶绿素a,yes,
public,wm_waterquality_month_records,m10_count,bigint,记录数10,yes,
public,wm_waterquality_month_records,m11_value,double precision,藻密度,yes,
public,wm_waterquality_month_records,m11_count,bigint,记录数11,yes,
public,wm_waterquality_month_records,m12_value,double precision,化学需氧量,yes,
public,wm_waterquality_month_records,m12_count,bigint,记录数12,yes,
public,wm_waterquality_month_records,m13_value,double precision,五日生化需氧量,yes,
public,wm_waterquality_month_records,m13_count,bigint,记录数13,yes,
public,wm_waterquality_month_records,m14_value,double precision,铜,yes,
public,wm_waterquality_month_records,m14_count,bigint,记录数14,yes,
public,wm_waterquality_month_records,m15_value,double precision,锌,yes,
public,wm_waterquality_month_records,m15_count,bigint,记录数15,yes,
public,wm_waterquality_month_records,m16_value,double precision,氟化物,yes,
public,wm_waterquality_month_records,m16_count,bigint,记录数16,yes,
public,wm_waterquality_month_records,m17_value,double precision,硒,yes,
public,wm_waterquality_month_records,m17_count,bigint,记录数17,yes,
public,wm_waterquality_month_records,m18_value,double precision,砷,yes,
public,wm_waterquality_month_records,m18_count,bigint,记录数18,yes,
public,wm_waterquality_month_records,m19_value,double precision,汞,yes,
public,wm_waterquality_month_records,m19_count,bigint,记录数19,yes,
public,wm_waterquality_month_records,m20_value,double precision,镉,yes,
public,wm_waterquality_month_records,m20_count,bigint,记录数20,yes,
public,wm_waterquality_month_records,m21_value,double precision,铬,yes,
public,wm_waterquality_month_records,m21_count,bigint,记录数21,yes,
public,wm_waterquality_month_records,m22_value,double precision,铅,yes,
public,wm_waterquality_month_records,m22_count,bigint,记录数22,yes,
public,wm_waterquality_month_records,m23_value,double precision,氰化物,yes,
public,wm_waterquality_month_records,m23_count,bigint,记录数23,yes,
public,wm_waterquality_month_records,m24_value,double precision,挥发酚,yes,
public,wm_waterquality_month_records,m24_count,bigint,记录数24,yes,
public,wm_waterquality_month_records,m25_value,double precision,石油类,yes,
public,wm_waterquality_month_records,m25_count,bigint,记录数25,yes,
public,wm_waterquality_month_records,m26_value,double precision,阴离子表面活性剂,yes,
public,wm_waterquality_month_records,m26_count,bigint,记录数26,yes,
public,wm_waterquality_month_records,m27_value,double precision,硫化物,yes,
public,wm_waterquality_month_records,m27_count,bigint,记录数27,yes,
public,wm_waterquality_month_records,m28_value,double precision,水中油,yes,
public,wm_waterquality_month_records,m28_count,bigint,记录数28,yes,
public,wm_waterquality_month_records,m29_value,double precision,硝酸盐,yes,
public,wm_waterquality_month_records,m29_count,bigint,记录数29,yes,
public,wm_waterquality_month_records,m30_value,double precision,生物毒性,yes,
public,wm_waterquality_month_records,m30_count,bigint,记录数30,yes,
public,wm_waterquality_month_records,m31_value,double precision,大肠杆菌,yes,
public,wm_waterquality_month_records,m31_count,bigint,记录数31,yes,
public,wm_waterquality_month_records,monitor_time,timestamp without time zone,监测时间,yes,
public,wm_waterquality_month_records,monitor_year,bigint,监测年份,yes,
public,wm_waterquality_month_records,monitor_month,bigint,监测月份,yes,
public,wm_waterquality_month_records,record_type,character(1),记录类型：0 自动、1 手工,yes,
public,wm_waterquality_month_records,water_quality_level,character varying(16),水质级别,yes,
public,wm_waterquality_month_records,main_pollutant,character varying(255),主要污染物，逗号连接,yes,
public,wm_waterquality_month_records,remark,character varying(255),备注,yes,
public,wm_waterquality_month_records,create_by,bigint,创建人,yes,
public,wm_waterquality_month_records,create_time,timestamp without time zone,创建时间,yes,
public,wm_waterquality_month_records,update_by,bigint,更新人,yes,
public,wm_waterquality_month_records,update_time,timestamp without time zone,更新时间,yes,
public,wm_waterquality_month_records,del_flag,character(1),删除标记：0 未删除、1 已删除,yes,
public,wm_waterquality_threshold,id,text,id,yes,
public,wm_waterquality_threshold,station_id,bigint,监测站id,yes,
public,wm_waterquality_threshold,m1_value,double precision,水温阈值(℃),yes,
public,wm_waterquality_threshold,m2_value,double precision,pH阈值(无量纲),yes,
public,wm_waterquality_threshold,m3_value,double precision,溶解氧阈值(mg/L),yes,
public,wm_waterquality_threshold,m4_value,double precision,浊度阈值(NTU),yes,
public,wm_waterquality_threshold,m5_value,double precision,电导率阈值(μS/cm),yes,
public,wm_waterquality_threshold,m6_value,double precision,氨氮阈值(mg/L),yes,
public,wm_waterquality_threshold,m7_value,double precision,高锰酸盐指数阈值(mg/L),yes,
public,wm_waterquality_threshold,m8_value,double precision,总磷阈值(mg/L),yes,
public,wm_waterquality_threshold,m9_value,double precision,总氮阈值(mg/L),yes,
public,wm_waterquality_threshold,m10_value,double precision,叶绿素a阈值(ug/L),yes,
public,wm_waterquality_threshold,m11_value,double precision,藻密度阈值(cell/mL),yes,
public,wm_waterquality_threshold,m12_value,double precision,化学需氧量阈值(mg/L),yes,
public,wm_waterquality_threshold,m13_value,double precision,五日生化需氧量阈值(mg/L),yes,
public,wm_waterquality_threshold,m14_value,double precision,铜阈值(mg/L),yes,
public,wm_waterquality_threshold,m15_value,double precision,硒阈值(mg/L),yes,
public,wm_waterquality_threshold,m16_value,double precision,锌阈值(mg/L),yes,
public,wm_waterquality_threshold,m17_value,double precision,氟化物阈值(mg/L),yes,
public,wm_waterquality_threshold,m18_value,double precision,砷阈值(mg/L),yes,
public,wm_waterquality_threshold,m19_value,double precision,汞阈值(mg/L),yes,
public,wm_waterquality_threshold,m20_value,double precision,镉阈值(mg/L),yes,
public,wm_waterquality_threshold,m21_value,double precision,铬阈值(mg/L),yes,
public,wm_waterquality_threshold,m22_value,double precision,铅阈值(mg/L),yes,
public,wm_waterquality_threshold,m23_value,double precision,氰化物阈值(mg/L),yes,
public,wm_waterquality_threshold,m24_value,double precision,挥发酚阈值(mg/L),yes,
public,wm_waterquality_threshold,m25_value,double precision,石油类阈值(mg/L),yes,
public,wm_waterquality_threshold,m26_value,double precision,阴离子表面活性剂阈值(mg/L),yes,
public,wm_waterquality_threshold,m27_value,double precision,硫化物阈值(mg/L),yes,
public,wm_waterquality_threshold,m28_value,double precision,水中油阈值(mg/L),yes,
public,wm_waterquality_threshold,m29_value,double precision,硝酸盐阈值(mg/L),yes,
public,wm_waterquality_threshold,m30_value,double precision,生物毒性阈值(%),yes,
public,wm_waterquality_threshold,m31_value,double precision,大肠杆菌阈值(cell/L),yes,
public,wm_waterquality_threshold,create_by,bigint,创建人,yes,
public,wm_waterquality_threshold,create_time,timestamp without time zone,创建时间,yes,
public,wm_waterquality_threshold,update_by,bigint,更新人,yes,
public,wm_waterquality_threshold,update_time,timestamp without time zone,更新时间,yes,
public,wm_waterquality_threshold,del_flag,character(1),删除标记：0 未删除、1 已删除,yes,
public,wm_waterquality_year_records,id,bigint,id,yes,
public,wm_waterquality_year_records,station_id,bigint,站点id,yes,
public,wm_waterquality_year_records,section_id,bigint,断面id,yes,
public,wm_waterquality_year_records,m1_value,double precision,水温监测值,yes,
public,wm_waterquality_year_records,m1_count,bigint,记录数1,yes,
public,wm_waterquality_year_records,m2_value,double precision,PH监测值,yes,
public,wm_waterquality_year_records,m2_count,bigint,记录数2,yes,
public,wm_waterquality_year_records,m3_value,double precision,溶解氧监测值,yes,
public,wm_waterquality_year_records,m3_count,bigint,记录数3,yes,
public,wm_waterquality_year_records,m4_value,double precision,浊度监测值,yes,
public,wm_waterquality_year_records,m4_count,bigint,记录数4,yes,
public,wm_waterquality_year_records,m5_value,double precision,电导率监测值,yes,
public,wm_waterquality_year_records,m5_count,bigint,记录数5,yes,
public,wm_waterquality_year_records,m6_value,double precision,氨氮监测值,yes,
public,wm_waterquality_year_records,m6_count,bigint,记录数6,yes,
public,wm_waterquality_year_records,m7_value,double precision,高锰酸盐指数监测值,yes,
public,wm_waterquality_year_records,m7_count,bigint,记录数7,yes,
public,wm_waterquality_year_records,m8_value,double precision,总磷监测值,yes,
public,wm_waterquality_year_records,m8_count,bigint,记录数8,yes,
public,wm_waterquality_year_records,m9_value,double precision,总氮监测值,yes,
public,wm_waterquality_year_records,m9_count,bigint,记录数9,yes,
public,wm_waterquality_year_records,m10_value,double precision,化学需氧量监测值,yes,
public,wm_waterquality_year_records,m10_count,bigint,记录数10,yes,
public,wm_waterquality_year_records,m11_value,double precision,监测值,yes,
public,wm_waterquality_year_records,m11_count,bigint,记录数11,yes,
public,wm_waterquality_year_records,m12_value,double precision,监测值,yes,
public,wm_waterquality_year_records,m12_count,bigint,记录数12,yes,
public,wm_waterquality_year_records,m13_value,double precision,监测值,yes,
public,wm_waterquality_year_records,m13_count,bigint,记录数13,yes,
public,wm_waterquality_year_records,m14_value,double precision,监测值,yes,
public,wm_waterquality_year_records,m14_count,bigint,记录数14,yes,
public,wm_waterquality_year_records,m15_value,double precision,监测值,yes,
public,wm_waterquality_year_records,m15_count,bigint,记录数15,yes,
public,wm_waterquality_year_records,m16_value,double precision,监测值,yes,
public,wm_waterquality_year_records,m16_count,bigint,记录数16,yes,
public,wm_waterquality_year_records,m17_value,double precision,监测值,yes,
public,wm_waterquality_year_records,m17_count,bigint,记录数17,yes,
public,wm_waterquality_year_records,m18_value,double precision,监测值,yes,
public,wm_waterquality_year_records,m18_count,bigint,记录数18,yes,
public,wm_waterquality_year_records,m19_value,double precision,监测值,yes,
public,wm_waterquality_year_records,m19_count,bigint,记录数19,yes,
public,wm_waterquality_year_records,m20_value,double precision,监测值,yes,
public,wm_waterquality_year_records,m20_count,bigint,记录数20,yes,
public,wm_waterquality_year_records,m21_value,double precision,监测值,yes,
public,wm_waterquality_year_records,m21_count,bigint,记录数21,yes,
public,wm_waterquality_year_records,m22_value,double precision,监测值,yes,
public,wm_waterquality_year_records,m22_count,bigint,记录数22,yes,
public,wm_waterquality_year_records,m23_value,double precision,监测值,yes,
public,wm_waterquality_year_records,m23_count,bigint,记录数23,yes,
public,wm_waterquality_year_records,m24_value,double precision,监测值,yes,
public,wm_waterquality_year_records,m24_count,bigint,记录数24,yes,
public,wm_waterquality_year_records,m25_value,double precision,监测值,yes,
public,wm_waterquality_year_records,m25_count,bigint,记录数25,yes,
public,wm_waterquality_year_records,m26_value,double precision,监测值,yes,
public,wm_waterquality_year_records,m26_count,bigint,记录数26,yes,
public,wm_waterquality_year_records,m27_value,double precision,监测值,yes,
public,wm_waterquality_year_records,m27_count,bigint,记录数27,yes,
public,wm_waterquality_year_records,m28_value,double precision,监测值,yes,
public,wm_waterquality_year_records,m28_count,bigint,记录数28,yes,
public,wm_waterquality_year_records,monitor_time,timestamp without time zone,监测时间,yes,
public,wm_waterquality_year_records,monitor_year,bigint,监测年份,yes,
public,wm_waterquality_year_records,monitor_month,bigint,监测月份,yes,
public,wm_waterquality_year_records,record_type,character(1),记录类型：0 自动、1 手工,yes,
public,wm_waterquality_year_records,water_quality_level,character varying(16),水质级别,yes,
public,wm_waterquality_year_records,main_pollutant,character varying(255),主要污染物，逗号连接,yes,
public,wm_waterquality_year_records,remark,character varying(255),备注,yes,
public,wm_waterquality_year_records,create_by,bigint,创建人,yes,
public,wm_waterquality_year_records,create_time,timestamp without time zone,创建时间,yes,
public,wm_waterquality_year_records,update_by,bigint,更新人,yes,
public,wm_waterquality_year_records,update_time,timestamp without time zone,更新时间,yes,
public,wm_waterquality_year_records,del_flag,character(1),删除标记：0 未删除、1 已删除,yes,
public,wst_asset,id,bigint,主键ID,yes,
public,wst_asset,asset_code,character varying(100),资产编码,yes,
public,wst_asset,asset_name,character varying(200),资产名称,yes,
public,wst_asset,asset_type,character varying(100),资产类型，例如 national_section、provincial_section、auto_station、outfall、water_enterprise、chemical_park、wwtp、water_intake、camera、accident_pool、park_pipe、park_river,yes,
public,wst_asset,asset_subtype,character varying(100),资产子类型，用于进一步细分资产类型，例如雨水排口、污水排口、永久闸、临时闸、主管、支管,yes,
public,wst_asset,zone_id,bigint,默认所属分区ID，关联 wst_control_zone.id，用于列表过滤、统计、权限、地图筛选,yes,
public,wst_asset,source_system,character varying(100),数据来源系统，例如 manual=手工录入，permit=排污许可系统，monitor=监测系统，gis=GIS导入,yes,
public,wst_asset,source_id,character varying(200),来源系统中的原始ID,yes,
public,wst_asset,administrative_region_code,character varying(100),行政区划编码,yes,
public,wst_asset,administrative_region_name,character varying(200),行政区划名称,yes,
public,wst_asset,address,character varying(500),详细地址,yes,
public,wst_asset,river_name,character varying(200),关联河流名称,yes,
public,wst_asset,river_code,character varying(100),关联河流编码,yes,
public,wst_asset,basin_code,character varying(100),所属流域编码,yes,
public,wst_asset,longitude,"numeric(12,8)",经度,yes,
public,wst_asset,latitude,"numeric(12,8)",纬度,yes,
public,wst_asset,elevation,"numeric(12,3)",高程，单位米,yes,
public,wst_asset,status,character varying(50),状态：active=启用，disabled=停用，candidate=候选，invalid=无效,yes,
public,wst_asset,geom,"geometry(Geometry,4326)",资产空间几何，点、线、面均可，坐标系SRID=4326,yes,
public,wst_asset,metadata_json,jsonb,扩展属性JSON，用于存储行业类型、污染物类型、许可证号、联系人、监测因子等扩展信息,yes,
public,wst_asset,remark,text,备注,yes,
public,wst_asset,created_by,character varying(100),创建人,yes,
public,wst_asset,created_at,timestamp without time zone,创建时间,yes,
public,wst_asset,updated_by,character varying(100),更新人,yes,
public,wst_asset,updated_at,timestamp without time zone,更新时间,yes,
public,wst_asset,del_flag,smallint,逻辑删除标记：0=未删除，1=已删除,yes,
public,wst_asset_relation,id,bigint,主键ID,yes,
public,wst_asset_relation,source_asset_id,bigint,源资产ID，对应 wst_asset.id,yes,
public,wst_asset_relation,target_asset_id,bigint,目标资产ID，对应 wst_asset.id,yes,
public,wst_asset_relation,relation_type,character varying(100),关系大类编码，对应 wst_relation_type_dict.type_code,yes,
public,wst_asset_relation,relation_subtype,character varying(100),关系子类编码，对应 wst_relation_subtype_dict.relation_subtype,yes,
public,wst_asset_relation,source_type,character varying(50),关系来源，可选 manual、import、spatial、system,yes,
public,wst_asset_relation,confidence,"numeric(5,2)",置信度,yes,
public,wst_asset_relation,status,character varying(50),状态，可选 confirmed、candidate、disabled,yes,
public,wst_asset_relation,metadata_json,jsonb,扩展信息，例如备注、导入来源、原始字段等,yes,
public,wst_asset_relation,created_at,timestamp without time zone,创建时间,yes,
public,wst_asset_relation,updated_at,timestamp without time zone,更新时间,yes,
public,wst_asset_trace_snap,id,bigint,主键ID,yes,
public,wst_asset_trace_snap,asset_id,bigint,资产ID，关联 wst_asset.id,yes,
public,wst_asset_trace_snap,trace_node_id,bigint,挂接后的拓扑节点ID，关联 wst_trace_node.id，pgRouting 查询必须从该节点出发,yes,
public,wst_asset_trace_snap,trace_edge_id,bigint,原始挂接边ID，关联 wst_trace_edge.id，仅作为来源记录或展示辅助字段，不作为 pgRouting 起点,yes,
public,wst_asset_trace_snap,snap_point_geom,"geometry(Point,4326)",资产在拓扑网络上的实际挂接点坐标，坐标系SRID=4326,yes,
public,wst_asset_trace_snap,asset_point_geom,"geometry(Point,4326)",资产原始点坐标，主要用于记录资产原始位置,yes,
public,wst_asset_trace_snap,distance_m,"numeric(18,3)",资产原始位置到挂接点的距离，单位米,yes,
public,wst_asset_trace_snap,snap_type,character varying(100),挂接类型：node=挂接到已有节点，split_edge=挂接到边中间并拆边，manual=人工指定,yes,
public,wst_asset_trace_snap,snap_role,character varying(100),挂接角色，例如 discharge_point=排放进入点，monitor_point=监测点，intake_point=取水点，gate_control_point=闸口控制点，pipe_inlet=管网入口，pipe_outlet=管网出口，emergency_point=应急点,yes,
public,wst_asset_trace_snap,snap_method,character varying(100),挂接方法：nearest_node=最近节点，nearest_edge=最近边，manual=人工，import=导入,yes,
public,wst_asset_trace_snap,snap_status,character varying(50),挂接状态：candidate=候选，confirmed=已确认，invalid=无效,yes,
public,wst_asset_trace_snap,is_primary,boolean,是否主挂接点，同一个资产存在多个挂接点时用于标记主挂接点,yes,
public,wst_asset_trace_snap,confidence,"numeric(5,2)",挂接置信度，0-1之间,yes,
public,wst_asset_trace_snap,confirmed_by,character varying(100),确认人,yes,
public,wst_asset_trace_snap,confirmed_at,timestamp without time zone,确认时间,yes,
public,wst_asset_trace_snap,metadata_json,jsonb,扩展属性JSON，用于存储挂接算法参数、候选边、候选节点等信息,yes,
public,wst_asset_trace_snap,remark,text,备注,yes,
public,wst_asset_trace_snap,created_by,character varying(100),创建人,yes,
public,wst_asset_trace_snap,created_at,timestamp without time zone,创建时间,yes,
public,wst_asset_trace_snap,updated_by,character varying(100),更新人,yes,
public,wst_asset_trace_snap,updated_at,timestamp without time zone,更新时间,yes,
public,wst_asset_trace_snap,del_flag,smallint,逻辑删除标记：0=未删除，1=已删除,yes,
public,wst_asset_trace_snap,snap_node_id,bigint,吸附节点ID,yes,
public,wst_asset_trace_snap,snap_edge_id,bigint,吸附边ID,yes,
public,wst_asset_trace_snap,snap_distance_m,"numeric(18,3)",吸附距离（米）,yes,
public,wst_asset_trace_snap,network_type,character varying(64),网络类型，例如 river=外部河网，park_pipe=园区管网，park_river=园区内部排污河流，mixed=混合衔接网络,yes,
public,wst_asset_trace_snap,status,character varying(64),状态,yes,
public,wst_asset_type_dict,id,bigint,主键ID,yes,
public,wst_asset_type_dict,asset_type,character varying(100),资产类型编码，例如 national_section、auto_station、outfall、water_enterprise、chemical_park、camera,yes,
public,wst_asset_type_dict,asset_type_name,character varying(200),资产类型名称，例如国控断面、自动站、排污口、涉水企业、化工园区、摄像头,yes,
public,wst_asset_type_dict,parent_type,character varying(100),上级资产类型编码，用于资产类型分组,yes,
public,wst_asset_type_dict,category,character varying(100),资产分类，例如 monitoring=监测类，pollution=污染源类，supervision=监管类，emergency=应急类，network=网络类,yes,
public,wst_asset_type_dict,geometry_type,character varying(50),默认几何类型：Point、LineString、Polygon、Geometry,yes,
public,wst_asset_type_dict,icon_name,character varying(100),前端图标名称,yes,
public,wst_asset_type_dict,layer_name,character varying(100),前端图层名称,yes,
public,wst_asset_type_dict,default_visible,boolean,地图上是否默认显示,yes,
public,wst_asset_type_dict,sort_no,integer,排序号,yes,
public,wst_asset_type_dict,status,character varying(50),状态：active=启用，disabled=停用,yes,
public,wst_asset_type_dict,metadata_json,jsonb,扩展属性JSON,yes,
public,wst_asset_type_dict,remark,text,备注,yes,
public,wst_asset_type_dict,created_by,character varying(100),创建人,yes,
public,wst_asset_type_dict,created_at,timestamp without time zone,创建时间,yes,
public,wst_asset_type_dict,updated_by,character varying(100),更新人,yes,
public,wst_asset_type_dict,updated_at,timestamp without time zone,更新时间,yes,
public,wst_asset_type_dict,del_flag,smallint,逻辑删除标记：0=未删除，1=已删除,yes,
public,wst_asset_type_dict,asset_group,character varying(100),资产分组编码,yes,
public,wst_asset_type_dict,asset_group_name,character varying(100),资产分组名称,yes,
public,wst_asset_type_dict,group_sort,integer,分组排序号,yes,
public,wst_asset_type_dict,group_description,text,分组描述,yes,
public,wst_control_zone,id,bigint,主键ID,yes,
public,wst_control_zone,zone_code,character varying(100),分区编码,yes,
