table_schema,table_name,column_name,ordinal_position,data_type,udt_name,is_nullable,column_default,column_comment,has_comment,table_comment
public,wm_waterquality_month_records,m14_value,30,double precision,float8,YES,,铜,True,水质监测月记录表
public,wm_waterquality_month_records,m14_count,31,bigint,int8,YES,,记录数14,True,水质监测月记录表
public,wm_waterquality_month_records,m15_value,32,double precision,float8,YES,,锌,True,水质监测月记录表
public,wm_waterquality_month_records,m15_count,33,bigint,int8,YES,,记录数15,True,水质监测月记录表
public,wm_waterquality_month_records,m16_value,34,double precision,float8,YES,,氟化物,True,水质监测月记录表
public,wm_waterquality_month_records,m16_count,35,bigint,int8,YES,,记录数16,True,水质监测月记录表
public,wm_waterquality_month_records,m17_value,36,double precision,float8,YES,,硒,True,水质监测月记录表
public,wm_waterquality_month_records,m17_count,37,bigint,int8,YES,,记录数17,True,水质监测月记录表
public,wm_waterquality_month_records,m18_value,38,double precision,float8,YES,,砷,True,水质监测月记录表
public,wm_waterquality_month_records,m18_count,39,bigint,int8,YES,,记录数18,True,水质监测月记录表
public,wm_waterquality_month_records,m19_value,40,double precision,float8,YES,,汞,True,水质监测月记录表
public,wm_waterquality_month_records,m19_count,41,bigint,int8,YES,,记录数19,True,水质监测月记录表
public,wm_waterquality_month_records,m20_value,42,double precision,float8,YES,,镉,True,水质监测月记录表
public,wm_waterquality_month_records,m20_count,43,bigint,int8,YES,,记录数20,True,水质监测月记录表
public,wm_waterquality_month_records,m21_value,44,double precision,float8,YES,,铬,True,水质监测月记录表
public,wm_waterquality_month_records,m21_count,45,bigint,int8,YES,,记录数21,True,水质监测月记录表
public,wm_waterquality_month_records,m22_value,46,double precision,float8,YES,,铅,True,水质监测月记录表
public,wm_waterquality_month_records,m22_count,47,bigint,int8,YES,,记录数22,True,水质监测月记录表
public,wm_waterquality_month_records,m23_value,48,double precision,float8,YES,,氰化物,True,水质监测月记录表
public,wm_waterquality_month_records,m23_count,49,bigint,int8,YES,,记录数23,True,水质监测月记录表
public,wm_waterquality_month_records,m24_value,50,double precision,float8,YES,,挥发酚,True,水质监测月记录表
public,wm_waterquality_month_records,m24_count,51,bigint,int8,YES,,记录数24,True,水质监测月记录表
public,wm_waterquality_month_records,m25_value,52,double precision,float8,YES,,石油类,True,水质监测月记录表
public,wm_waterquality_month_records,m25_count,53,bigint,int8,YES,,记录数25,True,水质监测月记录表
public,wm_waterquality_month_records,m26_value,54,double precision,float8,YES,,阴离子表面活性剂,True,水质监测月记录表
public,wm_waterquality_month_records,m26_count,55,bigint,int8,YES,,记录数26,True,水质监测月记录表
public,wm_waterquality_month_records,m27_value,56,double precision,float8,YES,,硫化物,True,水质监测月记录表
public,wm_waterquality_month_records,m27_count,57,bigint,int8,YES,,记录数27,True,水质监测月记录表
public,wm_waterquality_month_records,m28_value,58,double precision,float8,YES,,水中油,True,水质监测月记录表
public,wm_waterquality_month_records,m28_count,59,bigint,int8,YES,,记录数28,True,水质监测月记录表
public,wm_waterquality_month_records,m29_value,60,double precision,float8,YES,,硝酸盐,True,水质监测月记录表
public,wm_waterquality_month_records,m29_count,61,bigint,int8,YES,,记录数29,True,水质监测月记录表
public,wm_waterquality_month_records,m30_value,62,double precision,float8,YES,,生物毒性,True,水质监测月记录表
public,wm_waterquality_month_records,m30_count,63,bigint,int8,YES,,记录数30,True,水质监测月记录表
public,wm_waterquality_month_records,m31_value,64,double precision,float8,YES,,大肠杆菌,True,水质监测月记录表
public,wm_waterquality_month_records,m31_count,65,bigint,int8,YES,,记录数31,True,水质监测月记录表
public,wm_waterquality_month_records,monitor_time,66,timestamp without time zone,timestamp,YES,,监测时间,True,水质监测月记录表
public,wm_waterquality_month_records,monitor_year,67,bigint,int8,YES,,监测年份,True,水质监测月记录表
public,wm_waterquality_month_records,monitor_month,68,bigint,int8,YES,,监测月份,True,水质监测月记录表
public,wm_waterquality_month_records,record_type,69,character,bpchar,YES,1,记录类型：0 自动、1 手工,True,水质监测月记录表
public,wm_waterquality_month_records,water_quality_level,70,character varying,varchar,YES,,水质级别,True,水质监测月记录表
public,wm_waterquality_month_records,main_pollutant,71,character varying,varchar,YES,,主要污染物，逗号连接,True,水质监测月记录表
public,wm_waterquality_month_records,remark,72,character varying,varchar,YES,,备注,True,水质监测月记录表
public,wm_waterquality_month_records,create_by,73,bigint,int8,YES,,创建人,True,水质监测月记录表
public,wm_waterquality_month_records,create_time,74,timestamp without time zone,timestamp,YES,,创建时间,True,水质监测月记录表
public,wm_waterquality_month_records,update_by,75,bigint,int8,YES,,更新人,True,水质监测月记录表
public,wm_waterquality_month_records,update_time,76,timestamp without time zone,timestamp,YES,,更新时间,True,水质监测月记录表
public,wm_waterquality_month_records,del_flag,77,character,bpchar,YES,0,删除标记：0 未删除、1 已删除,True,水质监测月记录表
public,wm_waterquality_threshold,id,1,text,text,NO,,id,True,站点水质指标阈值
public,wm_waterquality_threshold,station_id,2,bigint,int8,YES,,监测站id,True,站点水质指标阈值
public,wm_waterquality_threshold,m1_value,3,double precision,float8,YES,,水温阈值(℃),True,站点水质指标阈值
public,wm_waterquality_threshold,m2_value,4,double precision,float8,YES,,pH阈值(无量纲),True,站点水质指标阈值
public,wm_waterquality_threshold,m3_value,5,double precision,float8,YES,,溶解氧阈值(mg/L),True,站点水质指标阈值
public,wm_waterquality_threshold,m4_value,6,double precision,float8,YES,,浊度阈值(NTU),True,站点水质指标阈值
public,wm_waterquality_threshold,m5_value,7,double precision,float8,YES,,电导率阈值(μS/cm),True,站点水质指标阈值
public,wm_waterquality_threshold,m6_value,8,double precision,float8,YES,,氨氮阈值(mg/L),True,站点水质指标阈值
public,wm_waterquality_threshold,m7_value,9,double precision,float8,YES,,高锰酸盐指数阈值(mg/L),True,站点水质指标阈值
public,wm_waterquality_threshold,m8_value,10,double precision,float8,YES,,总磷阈值(mg/L),True,站点水质指标阈值
public,wm_waterquality_threshold,m9_value,11,double precision,float8,YES,,总氮阈值(mg/L),True,站点水质指标阈值
public,wm_waterquality_threshold,m10_value,12,double precision,float8,YES,,叶绿素a阈值(ug/L),True,站点水质指标阈值
public,wm_waterquality_threshold,m11_value,13,double precision,float8,YES,,藻密度阈值(cell/mL),True,站点水质指标阈值
public,wm_waterquality_threshold,m12_value,14,double precision,float8,YES,,化学需氧量阈值(mg/L),True,站点水质指标阈值
public,wm_waterquality_threshold,m13_value,15,double precision,float8,YES,,五日生化需氧量阈值(mg/L),True,站点水质指标阈值
public,wm_waterquality_threshold,m14_value,16,double precision,float8,YES,,铜阈值(mg/L),True,站点水质指标阈值
public,wm_waterquality_threshold,m15_value,17,double precision,float8,YES,,硒阈值(mg/L),True,站点水质指标阈值
public,wm_waterquality_threshold,m16_value,18,double precision,float8,YES,,锌阈值(mg/L),True,站点水质指标阈值
public,wm_waterquality_threshold,m17_value,19,double precision,float8,YES,,氟化物阈值(mg/L),True,站点水质指标阈值
public,wm_waterquality_threshold,m18_value,20,double precision,float8,YES,,砷阈值(mg/L),True,站点水质指标阈值
public,wm_waterquality_threshold,m19_value,21,double precision,float8,YES,,汞阈值(mg/L),True,站点水质指标阈值
public,wm_waterquality_threshold,m20_value,22,double precision,float8,YES,,镉阈值(mg/L),True,站点水质指标阈值
public,wm_waterquality_threshold,m21_value,23,double precision,float8,YES,,铬阈值(mg/L),True,站点水质指标阈值
public,wm_waterquality_threshold,m22_value,24,double precision,float8,YES,,铅阈值(mg/L),True,站点水质指标阈值
public,wm_waterquality_threshold,m23_value,25,double precision,float8,YES,,氰化物阈值(mg/L),True,站点水质指标阈值
public,wm_waterquality_threshold,m24_value,26,double precision,float8,YES,,挥发酚阈值(mg/L),True,站点水质指标阈值
public,wm_waterquality_threshold,m25_value,27,double precision,float8,YES,,石油类阈值(mg/L),True,站点水质指标阈值
public,wm_waterquality_threshold,m26_value,28,double precision,float8,YES,,阴离子表面活性剂阈值(mg/L),True,站点水质指标阈值
public,wm_waterquality_threshold,m27_value,29,double precision,float8,YES,,硫化物阈值(mg/L),True,站点水质指标阈值
public,wm_waterquality_threshold,m28_value,30,double precision,float8,YES,,水中油阈值(mg/L),True,站点水质指标阈值
public,wm_waterquality_threshold,m29_value,31,double precision,float8,YES,,硝酸盐阈值(mg/L),True,站点水质指标阈值
public,wm_waterquality_threshold,m30_value,32,double precision,float8,YES,,生物毒性阈值(%),True,站点水质指标阈值
public,wm_waterquality_threshold,m31_value,33,double precision,float8,YES,,大肠杆菌阈值(cell/L),True,站点水质指标阈值
public,wm_waterquality_threshold,create_by,34,bigint,int8,YES,,创建人,True,站点水质指标阈值
public,wm_waterquality_threshold,create_time,35,timestamp without time zone,timestamp,YES,,创建时间,True,站点水质指标阈值
public,wm_waterquality_threshold,update_by,36,bigint,int8,YES,,更新人,True,站点水质指标阈值
public,wm_waterquality_threshold,update_time,37,timestamp without time zone,timestamp,YES,,更新时间,True,站点水质指标阈值
public,wm_waterquality_threshold,del_flag,38,character,bpchar,YES,0,删除标记：0 未删除、1 已删除,True,站点水质指标阈值
public,wm_waterquality_year_records,id,1,bigint,int8,NO,,id,True,水质监测年记录表
public,wm_waterquality_year_records,station_id,2,bigint,int8,YES,,站点id,True,水质监测年记录表
public,wm_waterquality_year_records,section_id,3,bigint,int8,YES,,断面id,True,水质监测年记录表
public,wm_waterquality_year_records,m1_value,4,double precision,float8,YES,,水温监测值,True,水质监测年记录表
public,wm_waterquality_year_records,m1_count,5,bigint,int8,YES,,记录数1,True,水质监测年记录表
public,wm_waterquality_year_records,m2_value,6,double precision,float8,YES,,PH监测值,True,水质监测年记录表
public,wm_waterquality_year_records,m2_count,7,bigint,int8,YES,,记录数2,True,水质监测年记录表
public,wm_waterquality_year_records,m3_value,8,double precision,float8,YES,,溶解氧监测值,True,水质监测年记录表
public,wm_waterquality_year_records,m3_count,9,bigint,int8,YES,,记录数3,True,水质监测年记录表
public,wm_waterquality_year_records,m4_value,10,double precision,float8,YES,,浊度监测值,True,水质监测年记录表
public,wm_waterquality_year_records,m4_count,11,bigint,int8,YES,,记录数4,True,水质监测年记录表
public,wm_waterquality_year_records,m5_value,12,double precision,float8,YES,,电导率监测值,True,水质监测年记录表
public,wm_waterquality_year_records,m5_count,13,bigint,int8,YES,,记录数5,True,水质监测年记录表
public,wm_waterquality_year_records,m6_value,14,double precision,float8,YES,,氨氮监测值,True,水质监测年记录表
public,wm_waterquality_year_records,m6_count,15,bigint,int8,YES,,记录数6,True,水质监测年记录表
public,wm_waterquality_year_records,m7_value,16,double precision,float8,YES,,高锰酸盐指数监测值,True,水质监测年记录表
public,wm_waterquality_year_records,m7_count,17,bigint,int8,YES,,记录数7,True,水质监测年记录表
public,wm_waterquality_year_records,m8_value,18,double precision,float8,YES,,总磷监测值,True,水质监测年记录表
public,wm_waterquality_year_records,m8_count,19,bigint,int8,YES,,记录数8,True,水质监测年记录表
public,wm_waterquality_year_records,m9_value,20,double precision,float8,YES,,总氮监测值,True,水质监测年记录表
public,wm_waterquality_year_records,m9_count,21,bigint,int8,YES,,记录数9,True,水质监测年记录表
public,wm_waterquality_year_records,m10_value,22,double precision,float8,YES,,化学需氧量监测值,True,水质监测年记录表
public,wm_waterquality_year_records,m10_count,23,bigint,int8,YES,,记录数10,True,水质监测年记录表
public,wm_waterquality_year_records,m11_value,24,double precision,float8,YES,,监测值,True,水质监测年记录表
public,wm_waterquality_year_records,m11_count,25,bigint,int8,YES,,记录数11,True,水质监测年记录表
public,wm_waterquality_year_records,m12_value,26,double precision,float8,YES,,监测值,True,水质监测年记录表
public,wm_waterquality_year_records,m12_count,27,bigint,int8,YES,,记录数12,True,水质监测年记录表
public,wm_waterquality_year_records,m13_value,28,double precision,float8,YES,,监测值,True,水质监测年记录表
public,wm_waterquality_year_records,m13_count,29,bigint,int8,YES,,记录数13,True,水质监测年记录表
public,wm_waterquality_year_records,m14_value,30,double precision,float8,YES,,监测值,True,水质监测年记录表
public,wm_waterquality_year_records,m14_count,31,bigint,int8,YES,,记录数14,True,水质监测年记录表
public,wm_waterquality_year_records,m15_value,32,double precision,float8,YES,,监测值,True,水质监测年记录表
public,wm_waterquality_year_records,m15_count,33,bigint,int8,YES,,记录数15,True,水质监测年记录表
public,wm_waterquality_year_records,m16_value,34,double precision,float8,YES,,监测值,True,水质监测年记录表
public,wm_waterquality_year_records,m16_count,35,bigint,int8,YES,,记录数16,True,水质监测年记录表
public,wm_waterquality_year_records,m17_value,36,double precision,float8,YES,,监测值,True,水质监测年记录表
public,wm_waterquality_year_records,m17_count,37,bigint,int8,YES,,记录数17,True,水质监测年记录表
public,wm_waterquality_year_records,m18_value,38,double precision,float8,YES,,监测值,True,水质监测年记录表
public,wm_waterquality_year_records,m18_count,39,bigint,int8,YES,,记录数18,True,水质监测年记录表
public,wm_waterquality_year_records,m19_value,40,double precision,float8,YES,,监测值,True,水质监测年记录表
public,wm_waterquality_year_records,m19_count,41,bigint,int8,YES,,记录数19,True,水质监测年记录表
public,wm_waterquality_year_records,m20_value,42,double precision,float8,YES,,监测值,True,水质监测年记录表
public,wm_waterquality_year_records,m20_count,43,bigint,int8,YES,,记录数20,True,水质监测年记录表
public,wm_waterquality_year_records,m21_value,44,double precision,float8,YES,,监测值,True,水质监测年记录表
public,wm_waterquality_year_records,m21_count,45,bigint,int8,YES,,记录数21,True,水质监测年记录表
public,wm_waterquality_year_records,m22_value,46,double precision,float8,YES,,监测值,True,水质监测年记录表
public,wm_waterquality_year_records,m22_count,47,bigint,int8,YES,,记录数22,True,水质监测年记录表
public,wm_waterquality_year_records,m23_value,48,double precision,float8,YES,,监测值,True,水质监测年记录表
public,wm_waterquality_year_records,m23_count,49,bigint,int8,YES,,记录数23,True,水质监测年记录表
public,wm_waterquality_year_records,m24_value,50,double precision,float8,YES,,监测值,True,水质监测年记录表
public,wm_waterquality_year_records,m24_count,51,bigint,int8,YES,,记录数24,True,水质监测年记录表
public,wm_waterquality_year_records,m25_value,52,double precision,float8,YES,,监测值,True,水质监测年记录表
public,wm_waterquality_year_records,m25_count,53,bigint,int8,YES,,记录数25,True,水质监测年记录表
public,wm_waterquality_year_records,m26_value,54,double precision,float8,YES,,监测值,True,水质监测年记录表
public,wm_waterquality_year_records,m26_count,55,bigint,int8,YES,,记录数26,True,水质监测年记录表
public,wm_waterquality_year_records,m27_value,56,double precision,float8,YES,,监测值,True,水质监测年记录表
public,wm_waterquality_year_records,m27_count,57,bigint,int8,YES,,记录数27,True,水质监测年记录表
public,wm_waterquality_year_records,m28_value,58,double precision,float8,YES,,监测值,True,水质监测年记录表
public,wm_waterquality_year_records,m28_count,59,bigint,int8,YES,,记录数28,True,水质监测年记录表
public,wm_waterquality_year_records,monitor_time,60,timestamp without time zone,timestamp,YES,,监测时间,True,水质监测年记录表
public,wm_waterquality_year_records,monitor_year,61,bigint,int8,YES,,监测年份,True,水质监测年记录表
public,wm_waterquality_year_records,monitor_month,62,bigint,int8,YES,,监测月份,True,水质监测年记录表
public,wm_waterquality_year_records,record_type,63,character,bpchar,YES,,记录类型：0 自动、1 手工,True,水质监测年记录表
public,wm_waterquality_year_records,water_quality_level,64,character varying,varchar,YES,,水质级别,True,水质监测年记录表
public,wm_waterquality_year_records,main_pollutant,65,character varying,varchar,YES,,主要污染物，逗号连接,True,水质监测年记录表
public,wm_waterquality_year_records,remark,66,character varying,varchar,YES,,备注,True,水质监测年记录表
public,wm_waterquality_year_records,create_by,67,bigint,int8,YES,,创建人,True,水质监测年记录表
public,wm_waterquality_year_records,create_time,68,timestamp without time zone,timestamp,YES,,创建时间,True,水质监测年记录表
public,wm_waterquality_year_records,update_by,69,bigint,int8,YES,,更新人,True,水质监测年记录表
public,wm_waterquality_year_records,update_time,70,timestamp without time zone,timestamp,YES,,更新时间,True,水质监测年记录表
public,wm_waterquality_year_records,del_flag,71,character,bpchar,YES,0,删除标记：0 未删除、1 已删除,True,水质监测年记录表
public,wst_asset,id,1,bigint,int8,NO,nextval('wst_asset_id_seq'::regclass),主键ID,True,水安全溯源模块-统一资产表，存储断面、站点、排口、企业、园区、闸坝、管线、摄像头、事故池等可上图、可查询、可关联对象
public,wst_asset,asset_code,2,character varying,varchar,YES,,资产编码,True,水安全溯源模块-统一资产表，存储断面、站点、排口、企业、园区、闸坝、管线、摄像头、事故池等可上图、可查询、可关联对象
public,wst_asset,asset_name,3,character varying,varchar,NO,,资产名称,True,水安全溯源模块-统一资产表，存储断面、站点、排口、企业、园区、闸坝、管线、摄像头、事故池等可上图、可查询、可关联对象
public,wst_asset,asset_type,4,character varying,varchar,NO,,资产类型，例如 national_section、provincial_section、auto_station、outfall、water_enterprise、chemical_park、wwtp、water_intake、camera、accident_pool、park_pipe、park_river,True,水安全溯源模块-统一资产表，存储断面、站点、排口、企业、园区、闸坝、管线、摄像头、事故池等可上图、可查询、可关联对象
public,wst_asset,asset_subtype,5,character varying,varchar,YES,,资产子类型，用于进一步细分资产类型，例如雨水排口、污水排口、永久闸、临时闸、主管、支管,True,水安全溯源模块-统一资产表，存储断面、站点、排口、企业、园区、闸坝、管线、摄像头、事故池等可上图、可查询、可关联对象
public,wst_asset,zone_id,6,bigint,int8,YES,,默认所属分区ID，关联 wst_control_zone.id，用于列表过滤、统计、权限、地图筛选,True,水安全溯源模块-统一资产表，存储断面、站点、排口、企业、园区、闸坝、管线、摄像头、事故池等可上图、可查询、可关联对象
public,wst_asset,source_system,7,character varying,varchar,YES,,数据来源系统，例如 manual=手工录入，permit=排污许可系统，monitor=监测系统，gis=GIS导入,True,水安全溯源模块-统一资产表，存储断面、站点、排口、企业、园区、闸坝、管线、摄像头、事故池等可上图、可查询、可关联对象
public,wst_asset,source_id,8,character varying,varchar,YES,,来源系统中的原始ID,True,水安全溯源模块-统一资产表，存储断面、站点、排口、企业、园区、闸坝、管线、摄像头、事故池等可上图、可查询、可关联对象
public,wst_asset,administrative_region_code,9,character varying,varchar,YES,,行政区划编码,True,水安全溯源模块-统一资产表，存储断面、站点、排口、企业、园区、闸坝、管线、摄像头、事故池等可上图、可查询、可关联对象
public,wst_asset,administrative_region_name,10,character varying,varchar,YES,,行政区划名称,True,水安全溯源模块-统一资产表，存储断面、站点、排口、企业、园区、闸坝、管线、摄像头、事故池等可上图、可查询、可关联对象
public,wst_asset,address,11,character varying,varchar,YES,,详细地址,True,水安全溯源模块-统一资产表，存储断面、站点、排口、企业、园区、闸坝、管线、摄像头、事故池等可上图、可查询、可关联对象
public,wst_asset,river_name,12,character varying,varchar,YES,,关联河流名称,True,水安全溯源模块-统一资产表，存储断面、站点、排口、企业、园区、闸坝、管线、摄像头、事故池等可上图、可查询、可关联对象
public,wst_asset,river_code,13,character varying,varchar,YES,,关联河流编码,True,水安全溯源模块-统一资产表，存储断面、站点、排口、企业、园区、闸坝、管线、摄像头、事故池等可上图、可查询、可关联对象
public,wst_asset,basin_code,14,character varying,varchar,YES,,所属流域编码,True,水安全溯源模块-统一资产表，存储断面、站点、排口、企业、园区、闸坝、管线、摄像头、事故池等可上图、可查询、可关联对象
public,wst_asset,longitude,15,numeric,numeric,YES,,经度,True,水安全溯源模块-统一资产表，存储断面、站点、排口、企业、园区、闸坝、管线、摄像头、事故池等可上图、可查询、可关联对象
public,wst_asset,latitude,16,numeric,numeric,YES,,纬度,True,水安全溯源模块-统一资产表，存储断面、站点、排口、企业、园区、闸坝、管线、摄像头、事故池等可上图、可查询、可关联对象
public,wst_asset,elevation,17,numeric,numeric,YES,,高程，单位米,True,水安全溯源模块-统一资产表，存储断面、站点、排口、企业、园区、闸坝、管线、摄像头、事故池等可上图、可查询、可关联对象
public,wst_asset,status,18,character varying,varchar,YES,'active'::character varying,状态：active=启用，disabled=停用，candidate=候选，invalid=无效,True,水安全溯源模块-统一资产表，存储断面、站点、排口、企业、园区、闸坝、管线、摄像头、事故池等可上图、可查询、可关联对象
public,wst_asset,geom,19,USER-DEFINED,geometry,YES,,资产空间几何，点、线、面均可，坐标系SRID=4326,True,水安全溯源模块-统一资产表，存储断面、站点、排口、企业、园区、闸坝、管线、摄像头、事故池等可上图、可查询、可关联对象
public,wst_asset,metadata_json,20,jsonb,jsonb,YES,,扩展属性JSON，用于存储行业类型、污染物类型、许可证号、联系人、监测因子等扩展信息,True,水安全溯源模块-统一资产表，存储断面、站点、排口、企业、园区、闸坝、管线、摄像头、事故池等可上图、可查询、可关联对象
public,wst_asset,remark,21,text,text,YES,,备注,True,水安全溯源模块-统一资产表，存储断面、站点、排口、企业、园区、闸坝、管线、摄像头、事故池等可上图、可查询、可关联对象
public,wst_asset,created_by,22,character varying,varchar,YES,,创建人,True,水安全溯源模块-统一资产表，存储断面、站点、排口、企业、园区、闸坝、管线、摄像头、事故池等可上图、可查询、可关联对象
public,wst_asset,created_at,23,timestamp without time zone,timestamp,YES,now(),创建时间,True,水安全溯源模块-统一资产表，存储断面、站点、排口、企业、园区、闸坝、管线、摄像头、事故池等可上图、可查询、可关联对象
public,wst_asset,updated_by,24,character varying,varchar,YES,,更新人,True,水安全溯源模块-统一资产表，存储断面、站点、排口、企业、园区、闸坝、管线、摄像头、事故池等可上图、可查询、可关联对象
public,wst_asset,updated_at,25,timestamp without time zone,timestamp,YES,now(),更新时间,True,水安全溯源模块-统一资产表，存储断面、站点、排口、企业、园区、闸坝、管线、摄像头、事故池等可上图、可查询、可关联对象
public,wst_asset,del_flag,26,smallint,int2,YES,0,逻辑删除标记：0=未删除，1=已删除,True,水安全溯源模块-统一资产表，存储断面、站点、排口、企业、园区、闸坝、管线、摄像头、事故池等可上图、可查询、可关联对象
public,wst_asset_relation,id,1,bigint,int8,NO,nextval('wst_asset_relation_id_seq'::regclass),主键ID,True,资产关系实例表，存储资产与资产之间的一度业务关系，不代表水流路径
public,wst_asset_relation,source_asset_id,2,bigint,int8,NO,,源资产ID，对应 wst_asset.id,True,资产关系实例表，存储资产与资产之间的一度业务关系，不代表水流路径
public,wst_asset_relation,target_asset_id,3,bigint,int8,NO,,目标资产ID，对应 wst_asset.id,True,资产关系实例表，存储资产与资产之间的一度业务关系，不代表水流路径
public,wst_asset_relation,relation_type,4,character varying,varchar,NO,,关系大类编码，对应 wst_relation_type_dict.type_code,True,资产关系实例表，存储资产与资产之间的一度业务关系，不代表水流路径
public,wst_asset_relation,relation_subtype,5,character varying,varchar,NO,,关系子类编码，对应 wst_relation_subtype_dict.relation_subtype,True,资产关系实例表，存储资产与资产之间的一度业务关系，不代表水流路径
public,wst_asset_relation,source_type,6,character varying,varchar,YES,,关系来源，可选 manual、import、spatial、system,True,资产关系实例表，存储资产与资产之间的一度业务关系，不代表水流路径
public,wst_asset_relation,confidence,7,numeric,numeric,YES,,置信度,True,资产关系实例表，存储资产与资产之间的一度业务关系，不代表水流路径
public,wst_asset_relation,status,8,character varying,varchar,YES,'confirmed'::character varying,状态，可选 confirmed、candidate、disabled,True,资产关系实例表，存储资产与资产之间的一度业务关系，不代表水流路径
public,wst_asset_relation,metadata_json,9,jsonb,jsonb,YES,,扩展信息，例如备注、导入来源、原始字段等,True,资产关系实例表，存储资产与资产之间的一度业务关系，不代表水流路径
public,wst_asset_relation,created_at,10,timestamp without time zone,timestamp,YES,now(),创建时间,True,资产关系实例表，存储资产与资产之间的一度业务关系，不代表水流路径
public,wst_asset_relation,updated_at,11,timestamp without time zone,timestamp,YES,now(),更新时间,True,资产关系实例表，存储资产与资产之间的一度业务关系，不代表水流路径
public,wst_asset_trace_snap,id,1,bigint,int8,NO,nextval('wst_asset_trace_snap_id_seq'::regclass),主键ID,True,水安全溯源模块-资产拓扑挂接表，用于维护业务资产与溯源拓扑节点之间的挂接关系，是资产进入 pgRouting 网络计算的桥梁
public,wst_asset_trace_snap,asset_id,2,bigint,int8,NO,,资产ID，关联 wst_asset.id,True,水安全溯源模块-资产拓扑挂接表，用于维护业务资产与溯源拓扑节点之间的挂接关系，是资产进入 pgRouting 网络计算的桥梁
public,wst_asset_trace_snap,trace_node_id,3,bigint,int8,NO,,挂接后的拓扑节点ID，关联 wst_trace_node.id，pgRouting 查询必须从该节点出发,True,水安全溯源模块-资产拓扑挂接表，用于维护业务资产与溯源拓扑节点之间的挂接关系，是资产进入 pgRouting 网络计算的桥梁
public,wst_asset_trace_snap,trace_edge_id,4,bigint,int8,YES,,原始挂接边ID，关联 wst_trace_edge.id，仅作为来源记录或展示辅助字段，不作为 pgRouting 起点,True,水安全溯源模块-资产拓扑挂接表，用于维护业务资产与溯源拓扑节点之间的挂接关系，是资产进入 pgRouting 网络计算的桥梁
public,wst_asset_trace_snap,snap_point_geom,5,USER-DEFINED,geometry,YES,,资产在拓扑网络上的实际挂接点坐标，坐标系SRID=4326,True,水安全溯源模块-资产拓扑挂接表，用于维护业务资产与溯源拓扑节点之间的挂接关系，是资产进入 pgRouting 网络计算的桥梁
public,wst_asset_trace_snap,asset_point_geom,6,USER-DEFINED,geometry,YES,,资产原始点坐标，主要用于记录资产原始位置,True,水安全溯源模块-资产拓扑挂接表，用于维护业务资产与溯源拓扑节点之间的挂接关系，是资产进入 pgRouting 网络计算的桥梁
public,wst_asset_trace_snap,distance_m,7,numeric,numeric,YES,,资产原始位置到挂接点的距离，单位米,True,水安全溯源模块-资产拓扑挂接表，用于维护业务资产与溯源拓扑节点之间的挂接关系，是资产进入 pgRouting 网络计算的桥梁
public,wst_asset_trace_snap,snap_type,8,character varying,varchar,NO,,挂接类型：node=挂接到已有节点，split_edge=挂接到边中间并拆边，manual=人工指定,True,水安全溯源模块-资产拓扑挂接表，用于维护业务资产与溯源拓扑节点之间的挂接关系，是资产进入 pgRouting 网络计算的桥梁
public,wst_asset_trace_snap,snap_role,9,character varying,varchar,YES,,挂接角色，例如 discharge_point=排放进入点，monitor_point=监测点，intake_point=取水点，gate_control_point=闸口控制点，pipe_inlet=管网入口，pipe_outlet=管网出口，emergency_point=应急点,True,水安全溯源模块-资产拓扑挂接表，用于维护业务资产与溯源拓扑节点之间的挂接关系，是资产进入 pgRouting 网络计算的桥梁
public,wst_asset_trace_snap,snap_method,10,character varying,varchar,YES,,挂接方法：nearest_node=最近节点，nearest_edge=最近边，manual=人工，import=导入,True,水安全溯源模块-资产拓扑挂接表，用于维护业务资产与溯源拓扑节点之间的挂接关系，是资产进入 pgRouting 网络计算的桥梁
public,wst_asset_trace_snap,snap_status,11,character varying,varchar,YES,'candidate'::character varying,挂接状态：candidate=候选，confirmed=已确认，invalid=无效,True,水安全溯源模块-资产拓扑挂接表，用于维护业务资产与溯源拓扑节点之间的挂接关系，是资产进入 pgRouting 网络计算的桥梁
public,wst_asset_trace_snap,is_primary,12,boolean,bool,YES,true,是否主挂接点，同一个资产存在多个挂接点时用于标记主挂接点,True,水安全溯源模块-资产拓扑挂接表，用于维护业务资产与溯源拓扑节点之间的挂接关系，是资产进入 pgRouting 网络计算的桥梁
public,wst_asset_trace_snap,confidence,13,numeric,numeric,YES,1.00,挂接置信度，0-1之间,True,水安全溯源模块-资产拓扑挂接表，用于维护业务资产与溯源拓扑节点之间的挂接关系，是资产进入 pgRouting 网络计算的桥梁
public,wst_asset_trace_snap,confirmed_by,14,character varying,varchar,YES,,确认人,True,水安全溯源模块-资产拓扑挂接表，用于维护业务资产与溯源拓扑节点之间的挂接关系，是资产进入 pgRouting 网络计算的桥梁
public,wst_asset_trace_snap,confirmed_at,15,timestamp without time zone,timestamp,YES,,确认时间,True,水安全溯源模块-资产拓扑挂接表，用于维护业务资产与溯源拓扑节点之间的挂接关系，是资产进入 pgRouting 网络计算的桥梁
public,wst_asset_trace_snap,metadata_json,16,jsonb,jsonb,YES,,扩展属性JSON，用于存储挂接算法参数、候选边、候选节点等信息,True,水安全溯源模块-资产拓扑挂接表，用于维护业务资产与溯源拓扑节点之间的挂接关系，是资产进入 pgRouting 网络计算的桥梁
