schema,table,column,type,has_comment,comment
public,rs_wastewater_hour_records,m11_value,double precision,yes,m11_value
public,rs_wastewater_hour_records,m11_status,character varying(10),yes,m11_status
public,rs_wastewater_hour_records,m12_value,double precision,yes,m12_value
public,rs_wastewater_hour_records,m12_status,character varying(10),yes,m12_status
public,rs_wastewater_hour_records,m13_value,double precision,yes,m13_value
public,rs_wastewater_hour_records,m13_status,character varying(10),yes,m13_status
public,rs_wastewater_hour_records,m14_value,double precision,yes,m14_value
public,rs_wastewater_hour_records,m14_status,character varying(10),yes,m14_status
public,rs_wastewater_hour_records,m15_value,double precision,yes,m15_value
public,rs_wastewater_hour_records,m15_status,character varying(10),yes,m15_status
public,rs_wastewater_hour_records,m16_value,double precision,yes,m16_value
public,rs_wastewater_hour_records,m16_status,character varying(10),yes,m16_status
public,rs_wastewater_hour_records,m17_value,double precision,yes,m17_value
public,rs_wastewater_hour_records,m17_status,character varying(10),yes,m17_status
public,rs_wastewater_hour_records,m18_value,double precision,yes,m18_value
public,rs_wastewater_hour_records,m18_status,character varying(10),yes,m18_status
public,rs_wastewater_hour_records,m19_value,double precision,yes,m19_value
public,rs_wastewater_hour_records,m19_status,character varying(10),yes,m19_status
public,rs_wastewater_hour_records,m20_value,double precision,yes,m20_value
public,rs_wastewater_hour_records,m20_status,character varying(10),yes,m20_status
public,rs_wastewater_hour_records,m21_value,double precision,yes,m21_value
public,rs_wastewater_hour_records,m21_status,character varying(10),yes,m21_status
public,rs_wastewater_hour_records,m22_value,double precision,yes,m22_value
public,rs_wastewater_hour_records,m22_status,character varying(10),yes,m22_status
public,rs_wastewater_hour_records,create_by,bigint,yes,创建人
public,rs_wastewater_hour_records,create_time,timestamp without time zone,yes,创建时间
public,rs_wastewater_hour_records,update_by,bigint,yes,更新人
public,rs_wastewater_hour_records,update_time,timestamp without time zone,yes,更新时间
public,rs_wastewater_hour_records,del_flag,character varying(10),yes,删除标记：0未删除、1已删除
public,rs_wastewater_month_records,id,bigint,yes,主键ID
public,rs_wastewater_month_records,timestamp,timestamp without time zone,yes,统计月份起始时间（当月第一天00:00:00）
public,rs_wastewater_month_records,type,character varying(10),yes,类型：PS-排水口，PQ-排气口
public,rs_wastewater_month_records,pollutant_id,bigint,yes,排污口/排气口ID（关联\r                                                                                                                                                               +
,,,,yes,rs_pollutant_info.id）
public,rs_wastewater_month_records,status,character varying(10),yes,当月综合状态：nobeyond-正常，below-偏低\r                                                                                                                                             +
,,,,yes,，beyond-超标
public,rs_wastewater_month_records,record_type,character varying(10),yes,记录类型：0-正常统计，1-补录
public,rs_wastewater_month_records,monitor_year,integer,yes,监测年份
public,rs_wastewater_month_records,monitor_month,integer,yes,监测月份
public,rs_wastewater_month_records,remark,character varying(500),yes,备注
public,rs_wastewater_month_records,ll,double precision,yes,月流量（各日流量的平均值）
public,rs_wastewater_month_records,ll_count,integer,yes,月流量有效数据计数（参与平均的天数）
public,rs_wastewater_month_records,pfl,double precision,yes,月排流量（各日排流量的累加值）
public,rs_wastewater_month_records,pfl_count,integer,yes,月排流量有效数据计数（参与累加的天数）
public,rs_wastewater_month_records,m1_value,double precision,yes,【PS】化学需氧量(COD)月平均值 / 【PQ】烟尘\r                                                                                                                                          +
,,,,yes,月平均值
public,rs_wastewater_month_records,m1_count,integer,yes,m1 当月有效数据计数
public,rs_wastewater_month_records,m2_value,double precision,yes,【PS】总氮(TN)月平均值 / 【PQ】二氧化硫月平\r                                                                                                                                         +
,,,,yes,均值
public,rs_wastewater_month_records,m2_count,integer,yes,m2 当月有效数据计数
public,rs_wastewater_month_records,m3_value,double precision,yes,【PS】pH月平均值 / 【PQ】氮氧化物月平均值
public,rs_wastewater_month_records,m3_count,integer,yes,m3 当月有效数据计数
public,rs_wastewater_month_records,m4_value,double precision,yes,【PS】氨氮月平均值 / 【PQ】一氧化氮月平均值\r                                                                                                                                         +
,,,,no,
public,rs_wastewater_month_records,m4_count,integer,yes,m4 当月有效数据计数
public,rs_wastewater_month_records,m5_value,double precision,yes,【PS】水温月平均值 / 【PQ】二氧化氮月平均值\r                                                                                                                                         +
,,,,no,
public,rs_wastewater_month_records,m5_count,integer,yes,m5 当月有效数据计数
public,rs_wastewater_month_records,m6_value,double precision,yes,【PS】总磷月平均值 / 【PQ】一氧化碳月平均值\r                                                                                                                                         +
,,,,no,
public,rs_wastewater_month_records,m6_count,integer,yes,m6 当月有效数据计数
public,rs_wastewater_month_records,m7_value,double precision,yes,【PS】悬浮物月平均值 / 【PQ】氯化氢月平均值\r                                                                                                                                         +
,,,,no,
public,rs_wastewater_month_records,m7_count,integer,yes,m7 当月有效数据计数
public,rs_wastewater_month_records,m8_value,double precision,yes,【PS】余氯月平均值 / 【PQ】非甲烷总烃月平均\r                                                                                                                                         +
,,,,yes,值
public,rs_wastewater_month_records,m8_count,integer,yes,m8 当月有效数据计数
public,rs_wastewater_month_records,m9_value,double precision,yes,【PS】六价铬月平均值 / 【PQ】苯月平均值
public,rs_wastewater_month_records,m9_count,integer,yes,m9 当月有效数据计数
public,rs_wastewater_month_records,m10_value,double precision,yes,【PS】石油类月平均值 / 【PQ】甲苯月平均值\r                                                                                                                                           +
,,,,no,
public,rs_wastewater_month_records,m10_count,integer,yes,m10 当月有效数据计数
public,rs_wastewater_month_records,m11_value,double precision,yes,【PS】氟化物月平均值 / 【PQ】二甲苯月平均\r                                                                                                                                           +
,,,,yes,值
public,rs_wastewater_month_records,m11_count,integer,yes,m11 当月有效数据计数
public,rs_wastewater_month_records,m12_value,double precision,yes,【PS】总铬月平均值 / 【PQ】碳氢化合物月平\r                                                                                                                                           +
,,,,yes,均值
public,rs_wastewater_month_records,m12_count,integer,yes,m12 当月有效数据计数
public,rs_wastewater_month_records,m13_value,double precision,yes,【PS】氰化物月平均值 / 【PQ】甲烷月平均值\r                                                                                                                                           +
,,,,no,
public,rs_wastewater_month_records,m13_count,integer,yes,m13 当月有效数据计数
public,rs_wastewater_month_records,m14_value,double precision,yes,【PS】总锰月平均值 / 【PQ】氟化氢月平均值\r                                                                                                                                           +
,,,,no,
public,rs_wastewater_month_records,m14_count,integer,yes,m14 当月有效数据计数
public,rs_wastewater_month_records,m15_value,double precision,yes,【PS】总银月平均值 / 【PQ】二氧化碳月平均\r                                                                                                                                           +
,,,,yes,值
public,rs_wastewater_month_records,m15_count,integer,yes,m15 当月有效数据计数
public,rs_wastewater_month_records,m16_value,double precision,yes,"【PS】总铜月平均值 / 【PQ】1,3-二甲基苯月\r                                                                                                                                           +"
,,,,yes,平均值
public,rs_wastewater_month_records,m16_count,integer,yes,m16 当月有效数据计数
public,rs_wastewater_month_records,m17_value,double precision,yes,【PS】总镍月平均值 / 【PQ】乙烯基苯(苯乙烯\r                                                                                                                                          +
,,,,yes,)月平均值
public,rs_wastewater_month_records,m17_count,integer,yes,m17 当月有效数据计数
public,rs_wastewater_month_records,m18_value,double precision,yes,【PS】总镉月平均值 / 【PQ】乙苯月平均值
public,rs_wastewater_month_records,m18_count,integer,yes,m18 当月有效数据计数
public,rs_wastewater_month_records,m19_value,double precision,yes,"【PS】总砷月平均值 / 【PQ】1,2-二甲基苯月\r                                                                                                                                           +"
,,,,yes,平均值
public,rs_wastewater_month_records,m19_count,integer,yes,m19 当月有效数据计数
public,rs_wastewater_month_records,m20_value,double precision,yes,【PS】总铅月平均值 / 【PQ】氨(NH3)月平均值\r                                                                                                                                          +
,,,,no,
public,rs_wastewater_month_records,m20_count,integer,yes,m20 当月有效数据计数
public,rs_wastewater_month_records,m21_value,double precision,yes,【PS】浊度月平均值（仅排水口）
public,rs_wastewater_month_records,m21_count,integer,yes,m21 当月有效数据计数（仅排水口）
public,rs_wastewater_month_records,m22_value,double precision,yes,【PS】总锌月平均值（仅排水口）
public,rs_wastewater_month_records,m22_count,integer,yes,m22 当月有效数据计数（仅排水口）
public,rs_wastewater_month_records,create_by,bigint,yes,创建人ID
public,rs_wastewater_month_records,create_time,timestamp without time zone,yes,创建时间
public,rs_wastewater_month_records,update_by,bigint,yes,更新人ID
public,rs_wastewater_month_records,update_time,timestamp without time zone,yes,更新时间
public,rs_wastewater_month_records,del_flag,character varying(10),yes,删除标记：0-正常，1-删除
public,rs_wastewater_standard,id,bigint,yes,主键id
public,rs_wastewater_standard,indicator_name,character varying(64),yes,指标名称
public,rs_wastewater_standard,apply_type,character(1),yes,适用类型：0 污水处理厂、1 其他
public,rs_wastewater_standard,l1_value,double precision,yes,最低标准
public,rs_wastewater_standard,l2_value,double precision,yes,小时标准
public,rs_wastewater_standard,l3_value,double precision,yes,日标准
public,rs_wastewater_standard,max_value,double precision,yes,最高允许排放浓度
public,rs_wastewater_standard,create_by,bigint,yes,创建人
public,rs_wastewater_standard,create_time,timestamp without time zone,yes,创建时间
public,rs_wastewater_standard,update_by,bigint,yes,更新人
public,rs_wastewater_standard,update_time,timestamp without time zone,yes,更新时间
public,rs_wastewater_standard,del_flag,character(1),yes,删除标记：0 未删除、1 已删除
public,rs_wastewater_standard,jcdbh,character varying(64),yes,监测点编号
public,rs_wastewater_standard,indicator_code,character varying(20),yes,指标编码
public,rs_wastewater_standard,type,character varying(10),yes,排放口类型：PS 排水口、PQ 排气口
public,se_watershed,id,bigint,yes,主键ID
public,se_watershed,region_code,character varying(100),yes,所属区域Code
public,se_watershed,total_population,double precision,yes,总人口
public,se_watershed,total_product_value,double precision,yes,地区生产总值
public,se_watershed,total_river_area,double precision,yes,水面面积：k㎡
public,se_watershed,total_watershed_area,double precision,yes,流域面积：k㎡
public,se_watershed,water_depth_avg,double precision,yes,年平均水深：m
public,se_watershed,runoff_value,double precision,yes,径流量：亿m³
