schema,table,column,type,has_comment,comment
public,stg_sjtysj_cbwrwxtzlxxxt_p_wharf_storage_df,poll_type,character varying(500),yes,污染物类型
public,stg_sjtysj_cbwrwxtzlxxxt_p_wharf_storage_df,poll_num,numeric,yes,污染物数据量
public,stg_sjtysj_cbwrwxtzlxxxt_p_wharf_storage_df,poll_unit,character varying(500),yes,污染物单位
public,stg_sjtysj_cbwrwxtzlxxxt_p_wharf_storage_df,remarks,character varying(500),yes,备注
public,stg_sjtysj_cbwrwxtzlxxxt_p_wharf_storage_df,picture,character varying(500),yes,图片地址
public,stg_sjtysj_cbwrwxtzlxxxt_p_wharf_storage_df,receive_area,character varying(500),yes,接收水域
public,stg_sjtysj_cbwrwxtzlxxxt_p_wharf_storage_df,storage_order_pdf,character varying(500),yes,存储联单地址
public,stg_sjtysj_cbwrwxtzlxxxt_p_wharf_storage_df,storage_order_img,character varying(500),yes,存储联单图片地址
public,stg_sjtysj_cbwrwxtzlxxxt_p_wharf_storage_df,handover_trans_no,character varying(500),yes,前置szy单单号（可空）
public,stg_sjtysj_cbwrwxtzlxxxt_p_wharf_storage_df,apply_szy_status,bigint,yes,是否申请了szy单 0：未申请 1：已申请
public,stg_sjtysj_cbwrwxtzlxxxt_p_wharf_storage_df,dt,character varying(255),yes,分区日期
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_att_bas_base_df,bas_code,character varying(500),yes,流域代码
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_att_bas_base_df,bas_name,character varying(500),yes,流域名称
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_att_bas_base_df,parent_bas_code,character varying(500),yes,父级流域代码
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_att_bas_base_df,businessid,character varying(500),yes,统一编码
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_att_bas_base_df,low_left_long,numeric,yes,左下角经度
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_att_bas_base_df,low_left_lat,numeric,yes,左下角纬度
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_att_bas_base_df,up_right_long,numeric,yes,右上角经度
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_att_bas_base_df,up_right_lat,numeric,yes,右上角纬度
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_att_bas_base_df,cr_over_type,character varying(500),yes,跨界类型 0未知 1跨国并跨省 2跨国 3跨省 4跨市 5跨县 6县界内
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_att_bas_base_df,adcd,character varying(500),yes,所属行政区划编码
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_att_bas_base_df,bas_ad_name,character varying(500),yes,流域所属行政区
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_att_bas_base_df,bas_grad,character varying(500),yes,流域级别 1 一级流域 2二级流域 3三级流域 4四级流域 5五级流域 6六级流域 ..... .......以此类推
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_att_bas_base_df,bas_area,numeric,yes,流域面积
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_att_bas_base_df,sort,bigint,yes,排序
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_att_bas_base_df,bas_source,character varying(500),yes,流域来源：0-自然资源 1-流域治理划分流域
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_att_bas_base_df,note,character varying(500),yes,流域介绍
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_att_bas_base_df,coordinates,character varying(500),yes,地理坐标
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_att_bas_base_df,optype,character varying(500),yes,操作类型:(0-初始 1-新增 2-修改 3-删除)
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_att_bas_base_df,source,character varying(500),yes,"数据来源:(数据中台,水旱灾害防御)"
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_att_bas_base_df,optime,timestamp without time zone,yes,操作时间
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_att_bas_base_df,dt,character varying(255),yes,分区日期
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_att_wmst_base_df,wmst_code,character varying(500),yes,监视点代码
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_att_wmst_base_df,wmst_name,character varying(500),yes,监视点名称
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_att_wmst_base_df,businessid,character varying(500),yes,统一编码
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_att_wmst_base_df,wmst_type,character varying(500),yes,监视点类型(1-图像站 2-视频站)
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_att_wmst_base_df,wmst_lon,numeric,yes,监视点经度
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_att_wmst_base_df,wmst_lat,numeric,yes,监视点纬度
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_att_wmst_base_df,wmst_xzc,character varying(500),yes,监视点所在县镇村
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_att_wmst_base_df,wmst_loc,character varying(500),yes,监视点所在位置(组)
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_att_wmst_base_df,adcd,character varying(500),yes,行政区划编码
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_att_wmst_base_df,rv_name,character varying(500),yes,所在河流名称
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_att_wmst_base_df,wmst_obj,character varying(500),yes,监视对象(水库 河道 湖泊 电站 施工现场)
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_att_wmst_base_df,object_code,character varying(500),yes,监控对象编码
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_att_wmst_base_df,device_type,character varying(500),yes,设备类型(枪机，半球，球机，云台枪机)
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_att_wmst_base_df,wmst_status,character varying(500),yes,设备状态(0-离线 1-在线)
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_att_wmst_base_df,sbcs,character varying(500),yes,设备厂商
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_att_wmst_base_df,bmgs,character varying(500),yes,编码格式
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_att_wmst_base_df,fbl,character varying(500),yes,分辨率
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_att_wmst_base_df,ktjjfw,character varying(500),yes,可调焦距范围
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_att_wmst_base_df,adminunit,character varying(500),yes,管理单位
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_att_wmst_base_df,drctrdpt,character varying(500),yes,主管部门
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_att_wmst_base_df,adm_dep,character varying(500),yes,归口管理部门(1-水利部门 2-电力部门 3-农业部门 4-林业部门 5-城建部门 6-航运部门 7-环保部门 9-其他)
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_att_wmst_base_df,note,character varying(500),yes,监视点介绍
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_att_wmst_base_df,region_source,character varying(500),yes,组织来源分类
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_att_wmst_base_df,sfxs,character varying(500),yes,是否显示：0-不显示 1-显示
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_att_wmst_base_df,optype,character varying(500),yes,操作类型(0-初始 1-新增 2-修改 3-删除)
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_att_wmst_base_df,source,character varying(500),yes,"数据来源名称(数据中台,数据填报)"
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_att_wmst_base_df,optime,timestamp without time zone,yes,操作时间
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_att_wmst_base_df,dt,character varying(255),yes,分区日期
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_rcm_rv_lk_res_df,id,character varying(500),yes,主键id
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_rcm_rv_lk_res_df,obj_id,character varying(500),yes,河流id/湖泊id/水库id
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_rcm_rv_lk_res_df,obj_type,character varying(500),yes,河湖库类型
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_rcm_rv_lk_res_df,obj_code,character varying(500),yes,河湖库编号
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_rcm_rv_lk_res_df,obj_name,character varying(500),yes,河湖库名称
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_rcm_rv_lk_res_df,basin_id,character varying(500),yes,流域id
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_rcm_rv_lk_res_df,note,character varying(500),yes,备注
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_rcm_rv_lk_res_df,sort_order,bigint,yes,序号
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_rcm_rv_lk_res_df,create_by,character varying(500),yes,创建人
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_rcm_rv_lk_res_df,create_time,timestamp without time zone,yes,创建时间
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_rcm_rv_lk_res_df,update_by,character varying(500),yes,更新人
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_rcm_rv_lk_res_df,update_time,timestamp without time zone,yes,更新时间
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_rcm_rv_lk_res_df,iz_del,character varying(500),yes,是否删除
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_rcm_rv_lk_res_df,water_system,character varying(500),yes,水系
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_rcm_rv_lk_res_df,dt,character varying(255),yes,分区日期
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_rel_st_source_df,st_code,character varying(500),yes,监测站编码
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_rel_st_source_df,atcunit,character varying(500),yes,来源分类：水文，山洪，气象，中小水库，三峡库区
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_rel_st_source_df,dt,character varying(255),yes,分区日期
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_warn_stcd_r_df,countywarnid,character varying(500),yes,countywarnid
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_warn_stcd_r_df,warnid,character varying(500),yes,预警id
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_warn_stcd_r_df,stcd,character varying(500),yes,测站编码
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_warn_stcd_r_df,stwarnid,character varying(500),yes,全局预警编码
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_warn_stcd_r_df,countystwarnid,character varying(500),yes,测站预警编码
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_warn_stcd_r_df,dt,character varying(255),yes,分区日期
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_wr_mp_b_df,mp_cd,character varying(500),yes,监测点代码
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_wr_mp_b_df,mp_nm,character varying(500),yes,监测点名称
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_wr_mp_b_df,mp_addr,character varying(500),yes,监测点地址
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_wr_mp_b_df,mp_item,character varying(500),yes,监测项目
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_wr_mp_b_df,sour_tp,character varying(500),yes,水源类型
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_wr_mp_b_df,is_auto,character varying(500),yes,是否为直接监测
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_wr_mp_b_df,ts,timestamp without time zone,yes,时间戳
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_wr_mp_b_df,nt,character varying(500),yes,备注
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_wr_mp_b_df,is_argw,character varying(500),yes,是否为纯农业用水
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_wr_mp_b_df,is_stat,character varying(500),yes,是否参与统计(9:单独过滤掉的站点)
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_wr_mp_b_df,use_type,character varying(500),yes,用水类型
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_wr_mp_b_df,mon_g,character varying(500),yes,监控级别
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_wr_mp_b_df,wi_type,character varying(500),yes,取水特征类型
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_wr_mp_b_df,mon_rat,numeric,yes,监控比例
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_wr_mp_b_df,use_dt,timestamp without time zone,yes,投入使用日期
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_wr_mp_b_df,day_max,numeric,yes,日最大取水能力
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_wr_mp_b_df,gq_tp,character varying(500),yes,流量获取方式
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_wr_mp_b_df,isuse,character varying(500),yes,是否启用: 0 停用 1 启用
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_wr_mp_b_df,phase,character varying(500),yes,时期 1 表示一期工程(相应测站设站年月为2016年1月1日前的为一期工程) 2 表示二期工程
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_wr_mp_b_df,is_rep_dww,character varying(500),yes,是否仅报送日水量
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_wr_mp_b_df,type,character varying(500),yes,"取水管道类型（1.主管,2.备管,3.季节性取水）"
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_wr_mp_b_df,lon,character varying(500),yes,经度
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_wr_mp_b_df,lat,character varying(500),yes,纬度
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_wr_mp_b_df,dt,character varying(255),yes,分区日期
public,stg_ycsjtysj_sxhyzssj_base_channel_df,id,bigint,yes,主键
public,stg_ycsjtysj_sxhyzssj_base_channel_df,channel_name,character varying(500),yes,航道名
public,stg_ycsjtysj_sxhyzssj_base_channel_df,river_name,character varying(500),yes,河流名
public,stg_ycsjtysj_sxhyzssj_base_channel_df,channel_start_point,character varying(500),yes,航道起点
public,stg_ycsjtysj_sxhyzssj_base_channel_df,channel_end_point,character varying(500),yes,航道终点
public,stg_ycsjtysj_sxhyzssj_base_channel_df,of_branch,character varying(500),yes,所属支流
public,stg_ycsjtysj_sxhyzssj_base_channel_df,design_channel_mileage,character varying(500),yes,规划航道里程(公里)
public,stg_ycsjtysj_sxhyzssj_base_channel_df,delete_flag,bigint,yes,逻辑删除标志位
public,stg_ycsjtysj_sxhyzssj_base_channel_df,dt,character varying(255),yes,分区日期
public,stg_ycsjtysj_sxhyzssj_base_channel_level_df,id,bigint,yes,主键
public,stg_ycsjtysj_sxhyzssj_base_channel_level_df,channel_id,bigint,yes,航道id
public,stg_ycsjtysj_sxhyzssj_base_channel_level_df,channel_name,character varying(500),yes,航道名称
public,stg_ycsjtysj_sxhyzssj_base_channel_level_df,channel_river,character varying(500),yes,航道河流名称
public,stg_ycsjtysj_sxhyzssj_base_channel_level_df,channel_of_branch,character varying(500),yes,航道所属支流
public,stg_ycsjtysj_sxhyzssj_base_channel_level_df,level,character varying(500),yes,航道等级
public,stg_ycsjtysj_sxhyzssj_base_channel_level_df,level_num,bigint,yes,航道等级
public,stg_ycsjtysj_sxhyzssj_base_channel_level_df,mileage,numeric,yes,里程
public,stg_ycsjtysj_sxhyzssj_base_channel_level_df,area,character varying(500),yes,县市区
public,stg_ycsjtysj_sxhyzssj_base_channel_level_df,dt,character varying(255),yes,分区日期
public,stg_ycsjtysj_sxhyzssj_base_ship_df,id,bigint,yes,主键
public,stg_ycsjtysj_sxhyzssj_base_ship_df,mmsi,character varying(500),no,
public,stg_ycsjtysj_sxhyzssj_base_ship_df,custom_ship_type,character varying(500),yes,船舶类型(集装箱船/滚装船/货船/客船/清洁船/公务船)
public,stg_ycsjtysj_sxhyzssj_base_ship_df,name_en,character varying(500),yes,英文船名
public,stg_ycsjtysj_sxhyzssj_base_ship_df,name_cn,character varying(500),yes,中文船名
public,stg_ycsjtysj_sxhyzssj_base_ship_df,ship_length,numeric,yes,船长
public,stg_ycsjtysj_sxhyzssj_base_ship_df,ship_width,numeric,yes,船宽
public,stg_ycsjtysj_sxhyzssj_base_ship_df,ship_left,numeric,yes,左舷距
public,stg_ycsjtysj_sxhyzssj_base_ship_df,ship_trail,numeric,yes,尾距
public,stg_ycsjtysj_sxhyzssj_base_ship_df,ship_draft,numeric,yes,吃水
public,stg_ycsjtysj_sxhyzssj_base_ship_df,guest_amount,character varying(500),yes,客位数
public,stg_ycsjtysj_sxhyzssj_base_ship_df,poll_scope,character varying(500),yes,污染物接收范围（生活垃圾、生活垃圾，油污水）
public,stg_ycsjtysj_sxhyzssj_base_ship_df,org,character varying(500),yes,所属机构
public,stg_ycsjtysj_sxhyzssj_base_ship_df,jxy_receive_ship_id,bigint,yes,清洁船净小宜id
public,stg_ycsjtysj_sxhyzssj_base_ship_df,delete_flag,character varying(500),yes,逻辑删除标志位
public,stg_ycsjtysj_sxhyzssj_base_ship_df,create_time,timestamp without time zone,yes,创建时间
public,stg_ycsjtysj_sxhyzssj_base_ship_df,update_time,timestamp without time zone,yes,修改时间
public,stg_ycsjtysj_sxhyzssj_base_ship_df,dt,character varying(255),yes,分区日期
public,stg_ycsjtysj_sxhyzssj_data_coverage_wharf_df,id,bigint,yes,主键
public,stg_ycsjtysj_sxhyzssj_data_coverage_wharf_df,wharf_type,character varying(500),yes,码头类型(客运码头/货运码头/环保专业码头)
public,stg_ycsjtysj_sxhyzssj_data_coverage_wharf_df,build_scale,character varying(500),yes,建设规模
public,stg_ycsjtysj_sxhyzssj_data_coverage_wharf_df,shoreline_length,character varying(500),yes,岸线长度
public,stg_ycsjtysj_sxhyzssj_data_coverage_wharf_df,pass_power,character varying(500),yes,设计年通过能力
public,stg_ycsjtysj_sxhyzssj_data_coverage_wharf_df,pollutant_scope,character varying(500),yes,污染物接收范围
public,stg_ycsjtysj_sxhyzssj_data_coverage_wharf_df,wharf_name,character varying(500),yes,码头简称
public,stg_ycsjtysj_sxhyzssj_data_coverage_wharf_df,wharf_full_name,character varying(500),yes,码头全称
public,stg_ycsjtysj_sxhyzssj_data_coverage_wharf_df,jxy_wharf_id,bigint,yes,净小宜码头 id
public,stg_ycsjtysj_sxhyzssj_data_coverage_wharf_df,longitude,character varying(500),yes,经度
public,stg_ycsjtysj_sxhyzssj_data_coverage_wharf_df,latitude,character varying(500),yes,纬度
public,stg_ycsjtysj_sxhyzssj_data_coverage_wharf_df,img_url,character varying(500),yes,码头图片
public,stg_ycsjtysj_sxhyzssj_data_coverage_wharf_df,dt,character varying(255),yes,分区日期
public,stg_ycsjtysj_sxhyzssj_data_ship_info_df,mmsi,character varying(500),yes,mmsi
public,stg_ycsjtysj_sxhyzssj_data_ship_info_df,name,character varying(500),yes,船名
public,stg_ycsjtysj_sxhyzssj_data_ship_info_df,cnname,character varying(500),yes,中文船名
public,stg_ycsjtysj_sxhyzssj_data_ship_info_df,type,character varying(500),yes,船舶大类
public,stg_ycsjtysj_sxhyzssj_data_ship_info_df,jxy_receive_ship_id,bigint,yes,清洁船净小宜id
public,stg_ycsjtysj_sxhyzssj_data_ship_info_df,draught,character varying(500),yes,吃水
public,stg_ycsjtysj_sxhyzssj_data_ship_info_df,length,character varying(500),yes,船长
public,stg_ycsjtysj_sxhyzssj_data_ship_info_df,width,character varying(500),yes,船宽
public,stg_ycsjtysj_sxhyzssj_data_ship_info_df,type_other,character varying(500),yes,船舶小类
public,stg_ycsjtysj_sxhyzssj_data_ship_info_df,seat,character varying(500),yes,座位数
public,stg_ycsjtysj_sxhyzssj_data_ship_info_df,dt,character varying(255),yes,分区日期
public,stg_ycssthjj_ltwsjgpt_t_sjzx_wry_jbxx_df,xh,character varying(500),yes,数据唯一标识
public,stg_ycssthjj_ltwsjgpt_t_sjzx_wry_jbxx_df,entercode,character varying(500),yes,符合HJ 608-2017第6部分的编码规则要求，用于标识唯一固定污染源
public,stg_ycssthjj_ltwsjgpt_t_sjzx_wry_jbxx_df,entername,character varying(500),yes,固定源名称
public,stg_ycssthjj_ltwsjgpt_t_sjzx_wry_jbxx_df,companyname,character varying(500),yes,固定源对应的企业名称
public,stg_ycssthjj_ltwsjgpt_t_sjzx_wry_jbxx_df,tyshxydm,character varying(500),yes,统一社会信用代码
public,stg_ycssthjj_ltwsjgpt_t_sjzx_wry_jbxx_df,corpcode,character varying(500),yes,组织机构代码
public,stg_ycssthjj_ltwsjgpt_t_sjzx_wry_jbxx_df,registrationid,character varying(500),yes,税务注册号
public,stg_ycssthjj_ltwsjgpt_t_sjzx_wry_jbxx_df,licensenum,character varying(500),yes,排污许可证代码
public,stg_ycssthjj_ltwsjgpt_t_sjzx_wry_jbxx_df,code_region,character varying(500),yes,符合GB/T 2260-2019行政区代码表
public,stg_ycssthjj_ltwsjgpt_t_sjzx_wry_jbxx_df,regionname,character varying(500),yes,符合GB/T 2260-2019行政区代码表
public,stg_ycssthjj_ltwsjgpt_t_sjzx_wry_jbxx_df,sssf,character varying(500),yes,符合GB/T 2260-2019行政区代码表，如：440000
public,stg_ycssthjj_ltwsjgpt_t_sjzx_wry_jbxx_df,ssds,character varying(500),yes,符合GB/T 2260-2019行政区代码表，如：440300
public,stg_ycssthjj_ltwsjgpt_t_sjzx_wry_jbxx_df,ssqx,character varying(500),yes,符合GB/T 2260-2019行政区代码表，如：440305
public,stg_ycssthjj_ltwsjgpt_t_sjzx_wry_jbxx_df,code_trade,character varying(500),yes,符合GB/T 4754-2017行业代码表
public,stg_ycssthjj_ltwsjgpt_t_sjzx_wry_jbxx_df,tradename,character varying(500),yes,符合GB/T 4754-2017行业代码表
public,stg_ycssthjj_ltwsjgpt_t_sjzx_wry_jbxx_df,enteraddress,character varying(500),yes,经营场所地址
public,stg_ycssthjj_ltwsjgpt_t_sjzx_wry_jbxx_df,longitude,character varying(500),yes,WGS-84坐标系，如：116.681291
public,stg_ycssthjj_ltwsjgpt_t_sjzx_wry_jbxx_df,latitude,character varying(500),yes,WGS-84坐标系，如：39.780852
public,stg_ycssthjj_ltwsjgpt_t_sjzx_wry_jbxx_df,lydm,character varying(500),yes,所属流域代码
public,stg_ycssthjj_ltwsjgpt_t_sjzx_wry_jbxx_df,lymc,character varying(500),yes,所属流域名称
public,stg_ycssthjj_ltwsjgpt_t_sjzx_wry_jbxx_df,szgyyq,character varying(500),yes,所在工业园区
public,stg_ycssthjj_ltwsjgpt_t_sjzx_wry_jbxx_df,snstdm,character varying(500),yes,受纳水体代码
public,stg_ycssthjj_ltwsjgpt_t_sjzx_wry_jbxx_df,snstmc,character varying(500),yes,受纳水体名称
public,stg_ycssthjj_ltwsjgpt_t_sjzx_wry_jbxx_df,status,character varying(500),yes,固定源状态（代码集：WRY_GDYZT）
public,stg_ycssthjj_ltwsjgpt_t_sjzx_wry_jbxx_df,regaddress,character varying(500),yes,注册地址
public,stg_ycssthjj_ltwsjgpt_t_sjzx_wry_jbxx_df,corpname,character varying(500),yes,法人名称
public,stg_ycssthjj_ltwsjgpt_t_sjzx_wry_jbxx_df,telephone,character varying(500),yes,固定电话
public,stg_ycssthjj_ltwsjgpt_t_sjzx_wry_jbxx_df,environlinkmen,character varying(500),yes,环保联系人
public,stg_ycssthjj_ltwsjgpt_t_sjzx_wry_jbxx_df,environtel,character varying(500),yes,环保联系人电话
public,stg_ycssthjj_ltwsjgpt_t_sjzx_wry_jbxx_df,entersize,character varying(500),yes,企业规模（代码集：WRY_QYGM）
public,stg_ycssthjj_ltwsjgpt_t_sjzx_wry_jbxx_df,jyfw,character varying(500),yes,经营范围
public,stg_ycssthjj_ltwsjgpt_t_sjzx_wry_jbxx_df,createtime,timestamp without time zone,yes,投运时间
public,stg_ycssthjj_ltwsjgpt_t_sjzx_wry_jbxx_df,fax,character varying(500),yes,传真
public,stg_ycssthjj_ltwsjgpt_t_sjzx_wry_jbxx_df,website,character varying(500),yes,网址
public,stg_ycssthjj_ltwsjgpt_t_sjzx_wry_jbxx_df,email,character varying(500),yes,邮箱
public,stg_ycssthjj_ltwsjgpt_t_sjzx_wry_jbxx_df,description,character varying(500),yes,污染源简介
public,stg_ycssthjj_ltwsjgpt_t_sjzx_wry_jbxx_df,datasource,character varying(500),yes,数据来源（代码集：WRY_SJLY）
public,stg_ycssthjj_ltwsjgpt_t_sjzx_wry_jbxx_df,orgid,character varying(500),yes,用于数据权限，取行政区代码，省级用2位，地市用4位，区县用6位
public,stg_ycssthjj_ltwsjgpt_t_sjzx_wry_jbxx_df,cjr,character varying(500),yes,创建人
public,stg_ycssthjj_ltwsjgpt_t_sjzx_wry_jbxx_df,cjsj,timestamp without time zone,yes,创建时间
public,stg_ycssthjj_ltwsjgpt_t_sjzx_wry_jbxx_df,xgr,character varying(500),yes,修改人
public,stg_ycssthjj_ltwsjgpt_t_sjzx_wry_jbxx_df,xgsj,timestamp without time zone,yes,修改时间
public,stg_ycssthjj_ltwsjgpt_t_sjzx_wry_jbxx_df,sjly,character varying(500),yes,数据采集来源（代码集：SJGL_SJLY）
public,stg_ycssthjj_ltwsjgpt_t_sjzx_wry_jbxx_df,rksj,timestamp without time zone,yes,默认取当前时间
public,stg_ycssthjj_ltwsjgpt_t_sjzx_wry_jbxx_df,gxsj,timestamp without time zone,yes,数据修改后需要更新此时间
public,stg_ycssthjj_ltwsjgpt_t_sjzx_wry_jbxx_df,czbj,character varying(500),yes,操作标记（I：插入；U：更新；D：删除）
public,stg_ycssthjj_ltwsjgpt_t_sjzx_wry_jbxx_df,dt,character varying(255),yes,分区日期
public,stg_ycssthjj_lysthjjkyjpt_t_sjzx_szzdjcz_df,ywid,character varying(500),yes,业务id
public,stg_ycssthjj_lysthjjkyjpt_t_sjzx_szzdjcz_df,ywmc,character varying(500),yes,业务名称
public,stg_ycssthjj_lysthjjkyjpt_t_sjzx_szzdjcz_df,qxbm,character varying(500),yes,区县编码
public,stg_ycssthjj_lysthjjkyjpt_t_sjzx_szzdjcz_df,ssqx,character varying(500),yes,所属区县
public,stg_ycssthjj_lysthjjkyjpt_t_sjzx_szzdjcz_df,flbm,character varying(500),yes,分类编码
public,stg_ycssthjj_lysthjjkyjpt_t_sjzx_szzdjcz_df,flmc,character varying(500),yes,分类名称
public,stg_ycssthjj_lysthjjkyjpt_t_sjzx_szzdjcz_df,21bsm,character varying(500),yes,21位标识码
public,stg_ycssthjj_lysthjjkyjpt_t_sjzx_szzdjcz_df,zcbm,character varying(500),yes,注册部门
public,stg_ycssthjj_lysthjjkyjpt_t_sjzx_szzdjcz_df,dm,character varying(500),yes,短码
public,stg_ycssthjj_lysthjjkyjpt_t_sjzx_szzdjcz_df,bdm,character varying(500),yes,北斗码
public,stg_ycssthjj_lysthjjkyjpt_t_sjzx_szzdjcz_df,19bsm,character varying(500),yes,19位标识码
public,stg_ycssthjj_lysthjjkyjpt_t_sjzx_szzdjcz_df,dt,character varying(255),yes,分区日期
public,stg_ycssthjj_wryzxjkpt_t_zxjc_s_w_1_df,xh,character varying(500),yes,序号
public,stg_ycssthjj_wryzxjkpt_t_zxjc_s_w_1_df,jcdxh,character varying(500),yes,监测点序号
public,stg_ycssthjj_wryzxjkpt_t_zxjc_s_w_1_df,jcsj,timestamp without time zone,yes,监测时间
public,stg_ycssthjj_wryzxjkpt_t_zxjc_s_w_1_df,wrwbh,character varying(500),yes,污染源编号
public,stg_ycssthjj_wryzxjkpt_t_zxjc_s_w_1_df,zxjcz,numeric,yes,最新监测值
public,stg_ycssthjj_wryzxjkpt_t_zxjc_s_w_1_df,pjjcz,numeric,yes,平均监测值
